Unnamed: 0,project,period,commit_messages,pull_request_merged,issue_comment,commit_comments,issue_title,issue_closed,pull_request_title,pull_request_commit_comment,pull_request_commit,State
859,nilearn~nilearn,20130517,7,3,0,0,1,3,1,8,4,4
863,nilearn~nilearn,20130521,12,1,4,0,1,4,0,15,2,4
865,nilearn~nilearn,20130523,5,0,3,0,1,0,0,0,5,10
866,nilearn~nilearn,20130524,2,0,0,0,0,0,0,0,2,10
868,nilearn~nilearn,20130526,2,0,1,0,1,0,1,0,1,10
869,nilearn~nilearn,20130527,6,1,3,0,1,2,1,5,3,4
870,nilearn~nilearn,20130528,7,1,1,0,1,1,1,0,5,11
871,nilearn~nilearn,20130529,6,1,11,0,2,1,1,1,4,4
872,nilearn~nilearn,20130530,7,0,2,0,1,1,1,0,5,11
873,nilearn~nilearn,20130531,8,2,5,0,1,4,0,2,7,4
877,nilearn~nilearn,20130604,1,0,1,0,0,0,0,0,1,10
878,nilearn~nilearn,20130605,2,0,1,0,0,0,0,0,2,10
880,nilearn~nilearn,20130607,2,0,0,0,1,0,0,0,2,10
884,nilearn~nilearn,20130611,31,1,0,0,4,1,1,0,28,2
885,nilearn~nilearn,20130612,37,1,2,0,3,1,1,5,36,2
887,nilearn~nilearn,20130614,1,0,3,0,0,0,0,12,1,10
889,nilearn~nilearn,20130616,0,0,1,0,1,0,1,2,1,10
890,nilearn~nilearn,20130617,2,0,0,0,0,0,0,9,2,10
892,nilearn~nilearn,20130619,20,1,5,0,3,1,1,2,16,2
894,nilearn~nilearn,20130621,4,0,1,0,1,2,0,0,1,11
897,nilearn~nilearn,20130624,3,0,0,0,0,0,0,0,3,10
898,nilearn~nilearn,20130625,4,0,0,0,1,0,1,0,2,10
899,nilearn~nilearn,20130626,2,0,0,0,0,0,0,0,2,10
904,nilearn~nilearn,20130701,1,0,0,0,0,0,0,0,1,10
905,nilearn~nilearn,20130702,2,0,2,0,0,0,0,0,4,10
906,nilearn~nilearn,20130703,7,0,0,0,0,0,0,0,7,10
908,nilearn~nilearn,20130705,1,0,2,0,1,1,0,0,0,11
910,nilearn~nilearn,20130707,0,0,0,0,2,0,0,0,0,10
912,nilearn~nilearn,20130709,1,0,0,0,0,0,0,0,4,10
913,nilearn~nilearn,20130710,2,0,0,0,0,0,0,0,2,10
919,nilearn~nilearn,20130716,0,0,0,0,1,0,1,2,2,10
921,nilearn~nilearn,20130718,1,0,0,0,0,0,0,1,1,10
922,nilearn~nilearn,20130719,3,0,0,0,0,0,0,0,3,10
926,nilearn~nilearn,20130723,0,0,0,0,3,0,0,0,0,10
932,nilearn~nilearn,20130729,0,0,5,0,2,1,0,0,0,11
934,nilearn~nilearn,20130731,4,0,5,0,2,0,0,0,3,10
935,nilearn~nilearn,20130801,5,0,5,0,0,2,0,1,5,4
936,nilearn~nilearn,20130802,10,1,5,0,1,3,1,0,4,11
943,nilearn~nilearn,20130809,0,0,0,0,0,0,0,0,7,10
948,nilearn~nilearn,20130814,0,0,0,0,0,0,0,0,2,10
953,nilearn~nilearn,20130819,2,0,7,0,2,4,0,0,4,11
956,nilearn~nilearn,20130822,0,0,0,0,0,0,0,0,2,10
960,nilearn~nilearn,20130826,4,1,3,0,1,1,1,0,3,11
962,nilearn~nilearn,20130828,3,0,0,0,0,0,0,0,3,10
967,nilearn~nilearn,20130902,5,0,1,0,0,1,0,0,5,11
968,nilearn~nilearn,20130903,3,0,1,0,0,0,0,7,4,10
969,nilearn~nilearn,20130904,8,0,9,0,3,1,1,10,8,4
970,nilearn~nilearn,20130905,9,0,5,0,1,0,0,1,9,10
971,nilearn~nilearn,20130906,4,0,0,0,0,0,0,0,4,10
974,nilearn~nilearn,20130909,6,0,0,0,1,0,1,0,6,10
976,nilearn~nilearn,20130911,8,0,3,0,0,0,0,3,6,10
977,nilearn~nilearn,20130912,3,0,5,0,1,0,1,0,3,10
978,nilearn~nilearn,20130913,2,1,5,0,2,1,2,0,2,11
979,nilearn~nilearn,20130914,2,0,3,0,0,0,0,3,2,10
980,nilearn~nilearn,20130915,2,0,4,0,0,0,0,12,2,10
981,nilearn~nilearn,20130916,5,0,1,3,0,0,0,4,2,5
983,nilearn~nilearn,20130918,1,1,0,0,0,1,0,2,0,5
