,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,169,nilearn,nilearn,GaelVaroquaux,2014-02-27 15:05:30,"@parietal :

Hi,

I am trying to contact you because I am part of the parietal INRIA team (https://team.inria.fr/parietal) and we would like to use the ""parietal"" organization on github for our team.

I do not see any public activity on the parietal account page. I was wondering if you were using it, and if not if you would mind deleting this account for us to use.

Sorry for the intrusion, and thanks a lot,

Gaël
",start issue,"Create a ""parietal"" account"
2,issue_closed,169,nilearn,nilearn,GaelVaroquaux,2014-03-06 12:59:54,,closed issue,"Create a ""parietal"" account"
3,issue_comment,169,nilearn,nilearn,GaelVaroquaux,2014-03-06 12:59:51,"Fixed: https://github.com/Parietal-INRIA

We gave up on the ""Parietal"" name. Too bad.
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,170,nilearn,nilearn,GaelVaroquaux,2014-03-06 13:01:25,"In the news bar, we should add an entry on the frontiers paper. This is done by editing the jinja template. Affecting this to @AlexandreAbraham, as he is the first author of the paper.
",start issue,Add a news on the frontiers paper
2,issue_closed,170,nilearn,nilearn,GaelVaroquaux,2014-03-19 05:48:06,,closed issue,Add a news on the frontiers paper
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,171,nilearn,nilearn,AlexandreAbraham,2014-03-06 15:20:33,"Address issue #170. I don't like the rendering of the text, suggestions are welcome.
",start issue,Add a news for frontiers paper.
2,issue_closed,171,nilearn,nilearn,GaelVaroquaux,2014-03-19 05:47:43,,closed issue,Add a news for frontiers paper.
3,pull_request_title,171,nilearn,nilearn,AlexandreAbraham,2014-03-06 15:20:33,"Address issue #170. I don't like the rendering of the text, suggestions are welcome.
",15d43b75361447d89410edc30e898ce278feb887,Add a news for frontiers paper.
4,pull_request_merged,171,nilearn,nilearn,GaelVaroquaux,2014-03-19 05:47:43,Add a news for frontiers paper.,3e698a284053336f50853569353a1a297e551099,Pull request merge from AlexandreAbraham/nilearn:frontiers_news to nilearn/nilearn:master
5,issue_comment,171,nilearn,nilearn,AlexandreAbraham,2014-03-06 15:47:52,"@GaelVaroquaux ping!
",,
6,issue_comment,171,nilearn,nilearn,GaelVaroquaux,2014-03-06 17:00:04,"Pong
",,
7,issue_comment,171,nilearn,nilearn,GaelVaroquaux,2014-03-06 17:02:59,"Looks great. I would just make it shorter. For instance, you can remove the author and the title, and simply make the 'journal article' clickable. Also, I would replace 'journal article' by 'paper'.
",,
8,issue_comment,171,nilearn,nilearn,GaelVaroquaux,2014-03-06 17:03:23,"Once you make these changes, merge without waiting for my feedback. Thanks!
",,
9,issue_comment,171,nilearn,nilearn,GaelVaroquaux,2014-03-18 23:17:23,"@AlexandreAbraham : do you think that you could wrap this guy up?
",,
10,issue_comment,171,nilearn,nilearn,AlexandreAbraham,2014-03-19 01:12:20,"You can merge it if you think the diff is OK. If you don't I'll do it tomorrow after checking that the website is OK (I've launch a rebuild) so that I'll be able to merge it and push the new website version.
",,
11,pull_request_commit,171,nilearn,nilearn,AlexandreAbraham,2014-03-06 15:18:08,Add a news for frontiers paper.,0084725019d4dd4c35cf05b3b0ae36560e1028e8,
12,pull_request_commit,171,nilearn,nilearn,AlexandreAbraham,2014-03-19 01:05:47,Adress comments,15d43b75361447d89410edc30e898ce278feb887,
