,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:49:18,,start issue,Simple sentinel support for aioredis
1,issue_closed,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:51:55,,closed issue,Simple sentinel support for aioredis
2,pull_request_title,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:49:18,,f31d083aba09f755172f57a5e8498b5730ce0893,Simple sentinel support for aioredis
3,issue_comment,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:49:58,"@jettify can you take a look?
",,
4,issue_comment,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:51:55,"created this for wrong branch
",,
5,pull_request_commit,78,aio-libs,aioredis,bdrosen96,2015-08-24 18:46:45,Some redis sentinel WIP,9527897bcf4b6a7dffc455b53bffdf2bf4163e3a,
6,pull_request_commit,78,aio-libs,aioredis,bdrosen96,2015-08-24 19:53:09,Cleaned up somewhat and did some simple testing,068a99e2d2843effd67755d833bb39c0e36460cb,
7,pull_request_commit,78,aio-libs,aioredis,bdrosen96,2015-08-25 12:01:38,"Some cleanup, basic operations working",f06c045d38be7908402b6203a9ae49d411e8d1f1,
8,pull_request_commit,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:08:58,Tests mostly working (one test case has intermittent failure,eebf9bd0ccb1af2687fa9c43cbbbbb5addcc7526,
9,pull_request_commit,78,aio-libs,aioredis,bdrosen96,2015-08-25 18:48:24,Fix bug with failover for slave,f31d083aba09f755172f57a5e8498b5730ce0893,
