"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","11","idan","oauthlib","ib-lundgren","2012-03-16 19:00:03","It is annoying and forces us to use list of tuples rather than dicts but it is very clear from 3.4.1.3.1. that multiple keys are allowed as well as empty strings. Only OAuth parameters are allowed in the header and the current implementation does not strip empty values so no change needed.
","start issue","Allow empty strings and duplicate keys in query and body"
"issue_closed","11","idan","oauthlib","dgouldin","2012-03-24 17:52:07","","closed issue","Allow empty strings and duplicate keys in query and body"
"pull_request_title","11","idan","oauthlib","ib-lundgren","2012-03-16 19:00:03","It is annoying and forces us to use list of tuples rather than dicts but it is very clear from 3.4.1.3.1. that multiple keys are allowed as well as empty strings. Only OAuth parameters are allowed in the header and the current implementation does not strip empty values so no change needed.
","6f95a037af0901d49ff3174d33672105b7ef3a08","Allow empty strings and duplicate keys in query and body"
"pull_request_merged","11","idan","oauthlib","dgouldin","2012-03-24 17:52:07","Allow empty strings and duplicate keys in query and body","932fbb36a31dca5f5edad27e8f9078180df67488","Pull request merge from ib-lundgren/oauthlib:duplicate_keys to idan/oauthlib:master"
"issue_comment","11","idan","oauthlib","dgouldin","2012-03-24 17:37:48","Comments added to the commits, both very minor.
","",""
"pull_request_commit","11","idan","oauthlib","ib-lundgren","2012-03-16 18:57:28","Allow empty strings and duplicate keys in query","26205a0a72fe5dcb95db18bb2bb90af701eacfb5",""
"pull_request_commit","11","idan","oauthlib","ib-lundgren","2012-03-16 19:08:56","Allow empty strings in body","d703a2047c9ab6f1c4e8154782f5d503d9701550",""
"pull_request_commit","11","idan","oauthlib","ib-lundgren","2012-03-24 17:46:34","Merge branch 'master' of https://github.com/idangazit/oauthlib into duplicate_keys","80691afb3e404d23f25644849ce0c64de5e32db6",""
"pull_request_commit","11","idan","oauthlib","ib-lundgren","2012-03-24 17:47:35","added keywords","6f95a037af0901d49ff3174d33672105b7ef3a08",""
"pull_request_commit_comment","11","idan","oauthlib","dgouldin","2012-03-24 17:33:48","parse_qsl(uri_query, keep_blank_values=True) please. It's easier to read.
","26205a0a72fe5dcb95db18bb2bb90af701eacfb5","(5, 89, u'oauthlib/signature.py')"
"pull_request_commit_comment","11","idan","oauthlib","dgouldin","2012-03-24 17:35:40","keep_blank_values=True here as well, please
","d703a2047c9ab6f1c4e8154782f5d503d9701550","(5, 100, u'oauthlib/signature.py')"
