"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","247","nilearn","nilearn","dohmatob","2014-09-27 08:18:25","","start issue","Fix plotting: making get_slicer more robust (for example understand 'Zy' as 'yz'), etc."
"issue_closed","247","nilearn","nilearn","lesteve","2014-09-28 17:15:57","","closed issue","Fix plotting: making get_slicer more robust (for example understand 'Zy' as 'yz'), etc."
"pull_request_title","247","nilearn","nilearn","dohmatob","2014-09-27 08:18:25","","961aa30c203b8f34722c46ae0307361ae7dd2e3e","Fix plotting: making get_slicer more robust (for example understand 'Zy' as 'yz'), etc."
"issue_comment","247","nilearn","nilearn","lesteve","2014-09-27 08:34:55","FWIW, the error message is not that bad. In particular it does list all the possible slicer names, see [here](https://github.com/nilearn/nilearn/blob/master/nilearn/plotting/slicers.py#L837)
","",""
"pull_request_commit","247","nilearn","nilearn","AlexandreAbraham","2014-07-03 13:06:22","Handle GLOBAL_NILEARN_DATA environment variable","eee3178b3683bb251a239b7ba94c41b0cf7fac51",""
"pull_request_commit","247","nilearn","nilearn","AlexandreAbraham","2014-07-21 11:48:21","Better error handling","510f2eace27955afe67700bac9e5bed91df3c06d",""
"pull_request_commit","247","nilearn","nilearn","AlexandreAbraham","2014-07-21 11:51:19","Add doc for GLOBAL_NILEARN_DATA in documentation pages.","c14a8a849a45534e0f76d35d78447693c904fffc",""
"pull_request_commit","247","nilearn","nilearn","AlexandreAbraham","2014-07-21 11:59:42","GLOBAL_NILEARN_DATA -> NILEARN_SHARED","adb569d63fd64f742321399506c50ed0b7f56d1b",""
"pull_request_commit","247","nilearn","nilearn","AlexandreAbraham","2014-07-21 12:07:51","Fix documentation","8f4ba34776d0a384ee4ac7158155f3be75b900e2",""
"pull_request_commit","247","nilearn","nilearn","GaelVaroquaux","2014-09-11 11:39:32","BUG: avoid a pb with nanmax in certain numpy versions","e8bab9f123955999809a9a1f62077af935cc67a7",""
"pull_request_commit","247","nilearn","nilearn","GaelVaroquaux","2014-09-11 11:40:15","ENH: better handling mmap_mode='r'","87c26c55ed23f7e1e764d266c888f5f33ec4f4c3",""
"pull_request_commit","247","nilearn","nilearn","AlexandreAbraham","2014-09-14 14:41:46","Address comments","b32956b6f140dc73f87b916ff2411ef3f778888d",""
"pull_request_commit","247","nilearn","nilearn","dohmatob","2014-09-17 07:52:49","Merge branch 'master' of github.com:dohmatob/nilearn","fd2d78b1db2da00c77c5a0ac5a2d1a51b25f207a",""
"pull_request_commit","247","nilearn","nilearn","dohmatob","2014-09-22 11:43:52","Merge branch 'master' of github.com:nilearn/nilearn","010a5d15d23ede1be02f691c7bc84d6e9bd9af05",""
"pull_request_commit","247","nilearn","nilearn","dohmatob","2014-09-26 04:43:00","Merge branch 'master' of github.com:nilearn/nilearn","3951078346f5b6dc33481772805a733de982392a",""
"pull_request_commit","247","nilearn","nilearn","dohmatob","2014-09-26 04:43:20","Merge branch 'master' of github.com:dohmatob/nilearn","b8c6ae34831f97211062e56b12678e3b7121a49b",""
"pull_request_commit","247","nilearn","nilearn","dohmatob","2014-09-27 06:17:25","ENH: making get_slicers more robust","961aa30c203b8f34722c46ae0307361ae7dd2e3e",""
