"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","163","nilearn","nilearn","dohmatob","2014-02-10 20:39:23","OK this should do the trick.
","start issue","BF: closes issue #162"
"issue_closed","163","nilearn","nilearn","GaelVaroquaux","2014-02-14 09:26:09","","closed issue","BF: closes issue #162"
"pull_request_title","163","nilearn","nilearn","dohmatob","2014-02-10 20:39:23","OK this should do the trick.
","97c25525813ec3ce38b5ae5be4e5d8b70b925cae","BF: closes issue #162"
"pull_request_merged","163","nilearn","nilearn","GaelVaroquaux","2014-02-14 09:26:09","BF: closes issue #162","0b75f282c82db9007d83035047f0c229e9dcb197","Pull request merge from dohmatob/nilearn:fix-issue-162 to nilearn/nilearn:master"
"issue_comment","163","nilearn","nilearn","GaelVaroquaux","2014-02-11 07:13:36","Thanks! Mostly good. A few minor remarks.

Also, your test fails: https://travis-ci.org/nilearn/nilearn/jobs/18607084
","",""
"issue_comment","163","nilearn","nilearn","dohmatob","2014-02-13 12:59:39","Good for closing ?
","",""
"issue_comment","163","nilearn","nilearn","GaelVaroquaux","2014-02-13 13:01:45","I will have a look this afternoon.
","",""
"issue_comment","163","nilearn","nilearn","bthirion","2014-02-13 13:02:20","LGTM
","",""
"issue_comment","163","nilearn","nilearn","GaelVaroquaux","2014-02-14 09:26:07","OK, merging, I'll fix the remaining issues (non explicit names) after merging.
","",""
"pull_request_commit_comment","163","nilearn","nilearn","GaelVaroquaux","2014-02-11 07:10:49","I think that we can find a name that is more explicit. Something like ""test warning shape""
","97c25525813ec3ce38b5ae5be4e5d8b70b925cae","(6, '', u'nilearn/tests/test_masking.py')"
"pull_request_commit_comment","163","nilearn","nilearn","GaelVaroquaux","2014-02-11 07:11:25","You should use a nose.tools.assert_raises here.
","97c25525813ec3ce38b5ae5be4e5d8b70b925cae","(None, '', u'nilearn/tests/test_masking.py')"
"pull_request_commit_comment","163","nilearn","nilearn","GaelVaroquaux","2014-02-11 07:12:36","To use a local random number generator you need to do 'rng = np.random.RandomState(random_state)' and later use 'rng.randn()' instead of 'np.random.randn()'
","97c25525813ec3ce38b5ae5be4e5d8b70b925cae","(None, '', u'nilearn/tests/test_masking.py')"
"pull_request_commit","163","nilearn","nilearn","dohmatob","2014-02-10 21:32:41","BF: closes issue #162","05ac5021ec3daaf819e96aa38cf0fa3a0f42179f",""
"pull_request_commit","163","nilearn","nilearn","dohmatob","2014-02-10 21:41:30","ENH: cosmetic changes to testcase","d14394c7f7062a5614dc6efbbee65b7556ceb201",""
"pull_request_commit","163","nilearn","nilearn","dohmatob","2014-02-11 08:18:42","BF: broken testcase","97c25525813ec3ce38b5ae5be4e5d8b70b925cae",""
