"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","28","aio-libs","aioredis","jettify","2014-07-12 14:58:49","Tests for the first few commands of sorted sets. Please review.
","start issue","tests for  	zrangebylex, zrange, zlexcount, zincrby, zcount, zcard, zadd"
"issue_closed","28","aio-libs","aioredis","popravich","2014-07-18 06:32:35","","closed issue","tests for  	zrangebylex, zrange, zlexcount, zincrby, zcount, zcard, zadd"
"pull_request_title","28","aio-libs","aioredis","jettify","2014-07-12 14:58:49","Tests for the first few commands of sorted sets. Please review.
","667f24e3ab1aa458a2d80b46861b5f0c3e7ee096","tests for  	zrangebylex, zrange, zlexcount, zincrby, zcount, zcard, zadd"
"pull_request_merged","28","aio-libs","aioredis","popravich","2014-07-18 06:32:35","tests for  	zrangebylex, zrange, zlexcount, zincrby, zcount, zcard, zadd","16035fc2a4f98d22bd655b806d0e6a3de29d9cc7","Pull request merge from jettify/aioredis:feature-sorted-sets1 to aio-libs/aioredis:master"
"issue_comment","28","aio-libs","aioredis","popravich","2014-07-14 07:15:25","Thanks, I will look through
","",""
"issue_comment","28","aio-libs","aioredis","jettify","2014-07-16 19:31:05","done, but one test failed for  for _python 3.4_:

```
======================================================================
FAIL: test_pexpireat (tests.generic_commands_test.GenericCommandsTest)
----------------------------------------------------------------------
Traceback (most recent call last):
File ""tests/_testutil.py"", line 18, in wrapper
ret = loop.run_until_complete(fun(test, *args, **kw))
File ""/opt/python/3.4.0/lib/python3.4/asyncio/base_events.py"", line 208, in run_until_complete
return future.result()
File ""/opt/python/3.4.0/lib/python3.4/asyncio/futures.py"", line 243, in result
raise self._exception
File ""/opt/python/3.4.0/lib/python3.4/asyncio/tasks.py"", line 281, in _step
result = coro.send(value)
File ""tests/generic_commands_test.py"", line 314, in test_pexpireat
self.assertAlmostEqual(res, 1)
AssertionError: 0 != 1 within 7 places
```

unfortunately I can not reproduce on my localhost...
","",""
"pull_request_commit_comment","28","aio-libs","aioredis","popravich","2014-07-16 11:56:30","This util function is being used only two times.
Can you please make it a private method of `SortedSetCommandsMixin` (eg: `_convert_to_int_or_float`).

I am thinking on return values converters/decoders and I will come up with idea soon, so for now lets keep
such functions close to the code that uses them.
","667f24e3ab1aa458a2d80b46861b5f0c3e7ee096","(None, '', u'aioredis/util.py')"
"pull_request_commit","28","aio-libs","aioredis","jettify","2014-07-12 14:08:01","tests for zincrby, zcount, zcard, zadd","229afe7c90d81f495a3dca80b4d21eb270969e4f",""
"pull_request_commit","28","aio-libs","aioredis","jettify","2014-07-12 14:53:19","fix type converter","5ce472cd6c93a95849625c01a8b3f2d611505db1",""
"pull_request_commit","28","aio-libs","aioredis","jettify","2014-07-13 18:47:01","zrangebylex, zrange, zlexcount commands","5a46a4f47bf52902d9c984c32216a64688ca52e1",""
"pull_request_commit","28","aio-libs","aioredis","jettify","2014-07-16 17:27:53","move convert_to_int_or_float to SortedSetCommandsMixin","786d83766383a0b73e272a2d4c38f44be7d3f61d",""
"pull_request_commit","28","aio-libs","aioredis","jettify","2014-07-16 17:44:26","pep8","667f24e3ab1aa458a2d80b46861b5f0c3e7ee096",""
