"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","118","aio-libs","aioredis","the-panda","2016-04-05 10:52:59","Otherwise, if an 'await connection.wait_closed()' is cancelled, the _close_waiter will be cancelled, too. This raises an error, because when _read_task is done, it tries to set the result of the already cancelled _close_waiter.
","start issue","Bugfix: Shield close_waiter from cancellation of wait_closed."
"issue_closed","118","aio-libs","aioredis","popravich","2016-04-05 14:51:41","","closed issue","Bugfix: Shield close_waiter from cancellation of wait_closed."
"pull_request_title","118","aio-libs","aioredis","the-panda","2016-04-05 10:52:59","Otherwise, if an 'await connection.wait_closed()' is cancelled, the _close_waiter will be cancelled, too. This raises an error, because when _read_task is done, it tries to set the result of the already cancelled _close_waiter.
","ce550a4a22f644768dbc4559764a637daab12bfc","Bugfix: Shield close_waiter from cancellation of wait_closed."
"pull_request_merged","118","aio-libs","aioredis","popravich","2016-04-05 14:51:41","Bugfix: Shield close_waiter from cancellation of wait_closed.","3d97b83019b122288d7d2f561993ca6f907c6a47","Pull request merge from ymap/aioredis:shieldfix to aio-libs/aioredis:master"
"issue_comment","118","aio-libs","aioredis","coveralls","2016-04-05 11:04:02","[![Coverage Status](https://coveralls.io/builds/5666790/badge)](https://coveralls.io/builds/5666790)

Coverage increased (+0.06%) to 92.456% when pulling **58e616d318cc1f6c5afdf2daeac55d0ee6a4a535 on ymap:shieldfix** into **6eecc0334490bfd835b65954c39dea30b903268e on aio-libs:master**.
","",""
"issue_comment","118","aio-libs","aioredis","popravich","2016-04-05 12:54:40","Please add tests
","",""
"issue_comment","118","aio-libs","aioredis","the-panda","2016-04-05 14:00:59","I added a basic test for wait_closed and one that fails without the fix above.
","",""
"issue_comment","118","aio-libs","aioredis","coveralls","2016-04-05 14:14:01","[![Coverage Status](https://coveralls.io/builds/5668676/badge)](https://coveralls.io/builds/5668676)

Coverage increased (+0.06%) to 92.456% when pulling **5d07b32409bd1a12f9a39c198d7305ad679def32 on ymap:shieldfix** into **6eecc0334490bfd835b65954c39dea30b903268e on aio-libs:master**.
","",""
"issue_comment","118","aio-libs","aioredis","popravich","2016-04-05 14:51:44","Thanks
","",""
"pull_request_commit","118","aio-libs","aioredis","the-panda","2016-04-05 10:45:19","Bugfix: Shield close_waiter from cancellation of wait_closed.","58e616d318cc1f6c5afdf2daeac55d0ee6a4a535",""
"pull_request_commit","118","aio-libs","aioredis","the-panda","2016-04-05 13:54:02","Added tests for wait_closed fix.","5d07b32409bd1a12f9a39c198d7305ad679def32",""
"pull_request_commit","118","aio-libs","aioredis","the-panda","2016-04-05 14:33:59","Fixed line length.","ce550a4a22f644768dbc4559764a637daab12bfc",""
