"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","302","idan","oauthlib","svetlyak40wt","2014-12-01 13:23:41","I slightly reformatted changelog and added release dates so it should be more user frendly.
As a bonus, it will be nicely parsed my http://allmychanges.com now.
","start issue","Improve changelog"
"issue_closed","302","idan","oauthlib","ib-lundgren","2015-04-02 11:37:46","","closed issue","Improve changelog"
"pull_request_title","302","idan","oauthlib","svetlyak40wt","2014-12-01 13:23:41","I slightly reformatted changelog and added release dates so it should be more user frendly.
As a bonus, it will be nicely parsed my http://allmychanges.com now.
","6b991666e46490cdf15990753930bd2a8148f3e3","Improve changelog"
"pull_request_merged","302","idan","oauthlib","ib-lundgren","2015-04-02 11:37:46","Improve changelog","9c8851b3d5093837acc2672757b78afd3e7d0ce4","Pull request merge from svetlyak40wt/oauthlib:improve-changelog to idan/oauthlib:master"
"issue_comment","302","idan","oauthlib","svetlyak40wt","2014-12-08 15:09:49","Please, merge this small pull request.
","",""
"issue_comment","302","idan","oauthlib","svetlyak40wt","2015-02-12 10:58:23","Well, nobody cares!
","",""
"issue_comment","302","idan","oauthlib","pypingou","2015-02-12 11:08:44","Looking at https://github.com/idan/oauthlib/graphs/contributors the activity is clearly up and down, so just wait there is no hurry and there was no new release so..
","",""
"issue_comment","302","idan","oauthlib","ib-lundgren","2015-04-02 11:37:38","@svetlyak40wt sorry for merging this so late :( Contributions like this are awesome but I've not been able to find any time whatsoever for oauthlib for absolute ages now. Sorry about this!
","",""
"issue_comment","302","idan","oauthlib","svetlyak40wt","2015-04-02 11:38:50","Thank you, @ib-lundgren . Better later than never :)
","",""
"pull_request_commit","302","idan","oauthlib","svetlyak40wt","2014-12-01 13:16:30","Make version number a headers in a changelog.","b18a1f24ece0976234000d10a31f084b1016a604",""
"pull_request_commit","302","idan","oauthlib","svetlyak40wt","2014-12-01 13:21:49","Add release dates to versions where it is possible. They are recovered from commit messages.","6b991666e46490cdf15990753930bd2a8148f3e3",""
