"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","39","aio-libs","aioredis","popravich","2014-08-04 09:00:28","NOTE: list tests need to be refactored
","start issue","Pipelining"
"issue_closed","39","aio-libs","aioredis","popravich","2014-08-04 09:02:45","","closed issue","Pipelining"
"pull_request_title","39","aio-libs","aioredis","popravich","2014-08-04 09:00:28","NOTE: list tests need to be refactored
","ebce97d7c5b643ba9d881bba3412bf971527a224","Pipelining"
"pull_request_merged","39","aio-libs","aioredis","popravich","2014-08-04 09:02:45","Pipelining","520476bb9a46e4bbe8ce1f3ca5537b619028fdc6","Pull request merge from aio-libs/aioredis:pipelining to aio-libs/aioredis:master"
"issue_comment","39","aio-libs","aioredis","popravich","2014-08-04 09:02:41","closes #33 
","",""
"pull_request_commit","39","aio-libs","aioredis","popravich","2014-08-01 07:08:32","replaced _waiters with deque; execute is not coroutine;","961670ef5d79886c58d6f54e14331f674c6c0f45",""
"pull_request_commit","39","aio-libs","aioredis","popravich","2014-08-01 08:17:05","few fixes on transactions","c9e08b78afdd987f79fde789363bb54fa75c2e5a",""
"pull_request_commit","39","aio-libs","aioredis","popravich","2014-08-01 08:42:41","fixed transaction handling","4813a9ca22f96323dd9484a50eaf82af7a2ac873",""
"pull_request_commit","39","aio-libs","aioredis","popravich","2014-08-01 15:10:05","pipelining in commands WIP","6295e4b60911ade9b07858e0ff5a0e4899000994",""
"pull_request_commit","39","aio-libs","aioredis","popravich","2014-08-01 15:14:19","pyflakes","39d864c655d7506b5f92ae182762d0c554e70c7f",""
"pull_request_commit","39","aio-libs","aioredis","popravich","2014-08-04 08:56:37","commands package refactored to support pipelining","ebce97d7c5b643ba9d881bba3412bf971527a224",""
