"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","183","aio-libs","aioredis","popravich","2017-01-17 09:51:32","TODO:
* [ ] Document `sentinel` module;
* [ ] Add examples;","start issue","Sentinel documentation"
