project,period,commit_messages,pull_request_merged,issue_comment,commit_comments,issue_title,issue_closed,pull_request_title,pull_request_commit_comment,pull_request_commit
aio-libs~aioredis,20170702,1,0,1,0,1,0,1,0,2
aio-libs~aioredis,20170703,0,1,1,0,0,1,0,0,0
aio-libs~aioredis,20170704,1,0,5,0,2,0,2,1,3
aio-libs~aioredis,20170705,0,1,2,0,0,1,0,0,1
aio-libs~aioredis,20170706,2,0,3,0,2,0,2,0,3
aio-libs~aioredis,20170709,0,0,0,0,1,0,0,0,0
aio-libs~aioredis,20170710,0,0,0,0,0,1,0,0,0
aio-libs~aioredis,20170712,0,1,1,0,0,2,0,1,0
aio-libs~aioredis,20170714,0,0,0,0,1,0,0,0,0
aio-libs~aioredis,20170715,0,0,0,0,1,0,0,0,0
aio-libs~aioredis,20170716,0,0,0,0,1,0,0,0,0
aio-libs~aioredis,20170717,2,0,3,0,0,0,0,2,2
aio-libs~aioredis,20170718,0,0,0,0,1,0,1,0,1
aio-libs~aioredis,20170719,0,0,1,0,1,1,1,0,1
aio-libs~aioredis,20170720,0,0,6,0,1,0,0,0,0
aio-libs~aioredis,20170721,1,0,2,0,1,1,1,0,2
aio-libs~aioredis,20170722,0,0,2,0,0,0,0,0,0
aio-libs~aioredis,20170725,2,0,5,0,1,0,1,3,2
aio-libs~aioredis,20170727,2,0,4,0,0,0,0,0,2
aio-libs~aioredis,20170728,1,0,4,0,3,1,3,0,4
aio-libs~aioredis,20170731,0,0,1,0,0,0,0,0,0
aio-libs~aioredis,20170801,0,0,0,0,1,0,1,0,1
aio-libs~aioredis,20170802,0,0,1,0,0,0,0,0,0
aio-libs~aioredis,20170804,0,0,2,0,1,1,0,0,0
aio-libs~aioredis,20170806,1,0,1,0,0,0,0,0,1
aio-libs~aioredis,20170807,3,1,1,0,1,1,1,0,3
aio-libs~aioredis,20170809,0,0,3,0,2,2,2,0,2
aio-libs~aioredis,20170810,0,0,3,0,1,1,1,0,1
aio-libs~aioredis,20170813,0,0,0,0,2,1,2,0,2
aio-libs~aioredis,20170814,0,0,1,0,0,0,0,0,0
aio-libs~aioredis,20170815,0,0,0,0,1,0,0,0,0
aio-libs~aioredis,20170817,0,0,0,0,0,1,0,0,0
aio-libs~aioredis,20170818,0,0,1,0,1,1,1,0,1
aio-libs~aioredis,20170821,0,0,1,0,0,0,0,0,0
aio-libs~aioredis,20170823,0,0,0,0,1,0,1,0,1
aio-libs~aioredis,20170827,0,0,1,0,1,0,1,0,1
aio-libs~aioredis,20170831,0,0,2,0,0,0,0,0,0
aio-libs~aioredis,20170904,0,0,1,0,1,0,1,0,1
aio-libs~aioredis,20170907,1,0,3,0,1,1,1,0,2
aio-libs~aioredis,20170909,1,1,2,0,1,2,1,0,2
aio-libs~aioredis,20170919,0,0,0,0,1,0,0,0,0
aio-libs~aioredis,20170926,8,8,5,0,3,10,3,0,4
aio-libs~aioredis,20170928,1,0,4,0,1,1,0,0,0
aio-libs~aioredis,20171001,0,0,2,0,0,0,0,0,1
aio-libs~aioredis,20171004,0,0,1,0,1,0,1,0,1
aio-libs~aioredis,20171005,0,0,1,0,1,0,1,0,1
aio-libs~aioredis,20171006,0,0,1,0,0,0,0,0,0
aio-libs~aioredis,20171007,0,0,2,0,1,0,1,0,4
aio-libs~aioredis,20171008,0,0,0,0,0,0,0,0,1
aio-libs~aioredis,20171009,2,4,3,0,2,4,2,0,3
aio-libs~aioredis,20171010,0,1,2,0,1,1,1,0,1
aio-libs~aioredis,20171011,0,0,1,0,1,0,1,0,1
aio-libs~aioredis,20171012,0,0,1,0,1,0,0,0,0
aio-libs~aioredis,20171017,0,1,0,0,0,1,0,1,0
aio-libs~aioredis,20171018,0,0,0,0,0,0,0,0,1
aio-libs~aioredis,20171026,0,0,0,0,0,0,0,0,1
aio-libs~aioredis,20171114,0,0,0,0,0,0,0,0,1
aio-libs~aioredis,20171120,0,0,0,0,0,0,0,0,1
aio-libs~aioredis,20171204,0,0,0,0,0,0,0,0,5
