,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
0,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 06:33:17,"Merge pull request #29 from jettify/feature-script-commands

Feature script commands",011b0d587a345de3fba33b38f3bb1122b8e49562,,"api.github.com,git_clone","[u'[""aioredis/commands/__init__.py"", ""tests/scripting_commands_test.py"", ""aioredis/commands/scripting.py""]']",False,[],"[{u'raw': u'#29', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'29', u'']}]",[],[],2014-07-18
164,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 20:03:41,docstrings updated,349874805a9b3f31b2559f6697e0e8f7b8d905e5,,"api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""aioredis/commands/__init__.py"", ""CHANGES.txt"", ""aioredis/connection.py"", ""aioredis/pool.py"", ""aioredis/errors.py""]']",False,[],[],[],[],2014-07-18
179,commit_messages,,aio-libs,aioredis,jettify,2014-07-18 19:26:31,100% coverage for list and scripting commands,391d012df9b920444d316462ca961b2356c65c7c,,"api.github.com,git_clone","[u'[""tests/list_commands_test.py"", ""tests/scripting_commands_test.py""]']",False,[],[],[],[],2014-07-18
251,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 10:18:57,basic response decoding implemented,4ee7a484c395aa81d4d80265b584915a98630058,,"api.github.com,git_clone","[u'[""tests/pool_test.py"", ""aioredis/commands/__init__.py"", ""tests/connection_test.py"", ""aioredis/connection.py"", ""aioredis/pool.py""]']",False,[],[],[],[],2014-07-18
300,commit_messages,,aio-libs,aioredis,jettify,2014-07-16 17:23:30,basic tests for script commands,5e1c52be6f054451a9060554298636d914d277d3,,"api.github.com,git_clone","[u'[""aioredis/commands/__init__.py"", ""tests/scripting_commands_test.py"", ""aioredis/commands/scripting.py""]']",False,[],[],[],[],2014-07-16
328,commit_messages,,aio-libs,aioredis,jettify,2014-07-16 17:44:26,pep8,667f24e3ab1aa458a2d80b46861b5f0c3e7ee096,,"api.github.com,git_clone","[u'[""aioredis/commands/sorted_set.py""]']",False,[],[],[],[],2014-07-16
329,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 14:58:00,tiny test update,67510a2af82d11958bfeeabf85b8d2516a17762c,,"api.github.com,git_clone","[u'[""tests/scripting_commands_test.py""]']",False,[],[],[],[],2014-07-18
377,commit_messages,,aio-libs,aioredis,jettify,2014-07-16 17:27:53,move convert_to_int_or_float to SortedSetCommandsMixin,786d83766383a0b73e272a2d4c38f44be7d3f61d,,"api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/commands/sorted_set.py""]']",False,[],[],[],[],2014-07-16
432,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 14:58:05,Merge branch 'response_decoding',8ea4f6de6a049b63d056276af6d2785b7e3d81c8,,"api.github.com,git_clone","[u'[""aioredis/commands/__init__.py"", ""tests/pool_test.py"", ""docs/api_reference.rst"", ""aioredis/connection.py"", ""aioredis/pool.py"", ""tests/connection_test.py""]']",False,[],[],[],[],2014-07-18
459,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 06:32:35,"Merge pull request #28 from jettify/feature-sorted-sets1

tests for  	zrangebylex, zrange, zlexcount, zincrby, zcount, zcard, zadd",9874baf4744c516b9815c8441b8b4f3862ae7fc4,,"api.github.com,git_clone","[u'[""aioredis/commands/sorted_set.py"", ""tests/sorted_set_commands_test.py"", "".gitignore""]']",False,[],"[{u'raw': u'#28', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'28', u'']}]",[],[],2014-07-18
528,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 07:24:29,small types check update,b0efb85c4901a78ccbdd6bdeac9f9d72bccbd56b,,"api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""aioredis/commands/scripting.py"", ""aioredis/commands/hyperloglog.py"", ""aioredis/commands/set.py"", ""aioredis/commands/string.py"", ""aioredis/commands/list.py""]']",False,[],[],[],[],2014-07-18
560,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 07:06:35,few updates in ScriptCommandsMixin; small docs update,bce88ad3b5e2be95e3623a633af1701c81649f92,,"api.github.com,git_clone","[u'[""aioredis/connection.py"", ""docs/mixins.rst"", ""aioredis/commands/scripting.py""]']",False,[],[],[],[],2014-07-18
638,commit_messages,,aio-libs,aioredis,jettify,2014-07-17 19:03:26,more tests and coverage,d595b250ae34abcbbb54135b4d522befcae6e8a2,,"api.github.com,git_clone","[u'[""tests/scripting_commands_test.py"", ""aioredis/commands/scripting.py""]']",False,[],[],[],[],2014-07-17
706,commit_messages,,aio-libs,aioredis,popravich,2014-07-18 10:33:14,Docs updated,eae02c3a4477f8c9e2710fcd10c779ed5ae3ca5d,,"api.github.com,git_clone","[u'[""docs/api_reference.rst"", ""aioredis/commands/__init__.py"", ""aioredis/connection.py"", ""aioredis/pool.py""]']",False,[],[],[],[],2014-07-18
809,pull_request_commit,28.0,aio-libs,aioredis,jettify,2014-07-16 17:27:53,move convert_to_int_or_float to SortedSetCommandsMixin,786d83766383a0b73e272a2d4c38f44be7d3f61d,,api.github.com,,False,[],[],[],[],2014-07-16
810,pull_request_commit,28.0,aio-libs,aioredis,jettify,2014-07-16 17:44:26,pep8,667f24e3ab1aa458a2d80b46861b5f0c3e7ee096,,api.github.com,,False,[],[],[],[],2014-07-16
811,pull_request_commit,29.0,aio-libs,aioredis,jettify,2014-07-16 17:23:30,basic tests for script commands,5e1c52be6f054451a9060554298636d914d277d3,,api.github.com,,False,[],[],[],[],2014-07-16
812,pull_request_commit,29.0,aio-libs,aioredis,jettify,2014-07-17 19:03:26,more tests and coverage,d595b250ae34abcbbb54135b4d522befcae6e8a2,,api.github.com,,False,[],[],[],[],2014-07-17
813,pull_request_commit,30.0,aio-libs,aioredis,jettify,2014-07-18 19:26:31,100% coverage for list and scripting commands,391d012df9b920444d316462ca961b2356c65c7c,,api.github.com,,False,[],[],[],[],2014-07-18
