,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
6,commit_messages,,aio-libs,aioredis,popravich,2017-05-03 19:12:41,update .travis.yml: fix uvloop install,036e22464664e1e084131b96ce5d35b19d4a1041,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-03
10,commit_messages,,aio-libs,aioredis,hubo1016,2017-05-03 12:02:52,"Do not return a connection with pending requests to the pool (#210)

* Close a connection with pending requests

A redis connection cannot return to a pool if it has pending requests, especially commands like ""BLPOP/BRPOP"". The command may block for an indefinite time, and stops the following commands from executing if the connection is acquired from the pool. Also, because the command is still executing, the BRPOP command may pop an item and drop it which creates bugs which are very hard to debug.

* test closing connection with pending requests

* fix test

* bug fix: use loop in input

* bug fix: parameters

* format",05784ac1c715d2b0cbd520df739b0bcad74a71f3,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#210', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'210', u'']}]",[],[],2017-05-03
19,commit_messages,,aio-libs,aioredis,popravich,2017-05-05 08:47:47,another attempt to stabilize tests,08d7a5d16b3ffdcbb5ca876cc9926c094bf401eb,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-05
20,commit_messages,,aio-libs,aioredis,popravich,2017-05-03 12:20:17,update .travis.yml: switch to trusty,091724fd9b83454e38e195fdf4f0c3eee461bb54,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-03
84,commit_messages,,aio-libs,aioredis,popravich,2017-05-04 08:25:01,tests update: get rid of subprocess.PIPE,1b3387cb3563fd02eb25c5fa107584dc6e1539eb,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-04
177,commit_messages,,aio-libs,aioredis,popravich,2017-05-03 12:21:12,update requirement.txt files,3898340489935021f62548dc1e1085fbc5158581,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-03
186,commit_messages,,aio-libs,aioredis,popravich,2017-05-05 08:55:22,.appveyor.yml updated: enable coverage; fix codecov command,3c22deb595c2121dc398e3556839a40479344da0,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-05
187,commit_messages,,aio-libs,aioredis,popravich,2017-05-05 09:44:54,update some docs,3c3780fee42a16fc8e41630202385d63d3a87daa,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-05
197,commit_messages,,aio-libs,aioredis,pyup-bot,2017-05-04 08:56:48,Update pytest-xdist from 1.15.0 to 1.16.0,3fa04c65309473f125c0492b97a0ff1a442a6ed1,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-05-04
201,commit_messages,,aio-libs,aioredis,popravich,2017-05-05 12:31:12,"Merge pull request #218 from aio-libs/parser_param

Add `parser` argument",413e5ab3c3c4327924f233ae66d46be80e7abfb0,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#218', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'218', u'']}]",[],[],2017-05-05
