,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
135,commit_messages,,pycqa,astroid,rogalski,2017-04-02 17:32:47,"Support rename=True in named tuple inference (#415)

Fixes PyCQA/pylint#1367
Fixes #351",12b673267dce7c899ca384792386ed9b657fe66a,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_brain.py"", ""astroid/tests/unittest_object_model.py"", ""astroid/brain/brain_namedtuple_enum.py"", ""ChangeLog""]']",False,[],"[{u'raw': u'#351', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'351', u'']}, {u'raw': u'#415', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'415', u'']}, {u'raw': u'PyCQA/pylint#1367', u'refstyle': u'o/p#d', u'parts': [u'PyCQA', u'pylint', u'1367', u'']}]",[],[],2017-04-02
872,commit_messages,,pycqa,astroid,rogalski,2017-04-02 12:55:19,"Fix assigned_stmts() for AnnAssign nodes without value (#420)

Fixes #419 and PyCQA/pylint#1389",6c224ce95ce1c5b1c6e6209d620313a09caf0491,,"api.github.com,git_clone","[u'[""astroid/protocols.py"", ""astroid/tests/unittest_protocols.py""]']",False,[],"[{u'raw': u'#419', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'419', u'']}, {u'raw': u'#420', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'420', u'']}, {u'raw': u'PyCQA/pylint#1389', u'refstyle': u'o/p#d', u'parts': [u'PyCQA', u'pylint', u'1389', u'']}]",[],[],2017-04-02
1211,commit_messages,,pycqa,astroid,rogalski,2017-04-02 11:55:27,"Builder: fix detection of whether file is a package when there is a __init__.py in filename (#408)

Fixes PyCQA/pylint#1348",92665fe273b9e5899fa28ef7f67d4794db42478f,,"api.github.com,git_clone","[u'[""astroid/tests/testdata/python3/data/tmp__init__.py"", ""astroid/builder.py"", ""astroid/tests/unittest_builder.py"", ""astroid/tests/testdata/python2/data/tmp__init__.py""]']",False,[],"[{u'raw': u'#408', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'408', u'']}, {u'raw': u'PyCQA/pylint#1348', u'refstyle': u'o/p#d', u'parts': [u'PyCQA', u'pylint', u'1348', u'']}]",[],[],2017-04-02
2491,pull_request_commit,408.0,pycqa,astroid,rogalski,2017-04-02 11:42:47,remove not needed test,f0dd1d23dddfe5ed571a73d6e96d2e9e5805ca77,,api.github.com,,False,[],[],[],[],2017-04-02
2492,pull_request_commit,408.0,pycqa,astroid,rogalski,2017-04-02 11:48:21,remove not needed empty line removal,093f16b1f35464f84203689d94710cb72367f9eb,,api.github.com,,False,[],[],[],[],2017-04-02
2502,pull_request_commit,415.0,pycqa,astroid,rogalski,2017-04-02 15:45:57,"Support rename=True in named tuple inference

Fixes PyCQA/pylint#1367",e2a233e58bb427a970b84bf87a1e5808aab874dd,,api.github.com,,False,[],"[{u'raw': u'PyCQA/pylint#1367', u'refstyle': u'o/p#d', u'parts': [u'PyCQA', u'pylint', u'1367', u'']}]",[],[],2017-04-02
2503,pull_request_commit,415.0,pycqa,astroid,rogalski,2017-04-02 16:25:54,Fix clashing tests,0fb82cee2684351e8db1253aab16d97215ab95a1,,api.github.com,,False,[],[],[],[],2017-04-02
2504,pull_request_commit,415.0,pycqa,astroid,rogalski,2017-04-02 17:01:29,add a test case for uninferable rename argument,9ad88dddf957aa7cee55f0574c3b3e03bcc4020a,,api.github.com,,False,[],[],[],[],2017-04-02
2505,pull_request_commit,415.0,pycqa,astroid,rogalski,2017-04-02 17:08:16,fix test,85b0867aba6b7cecaed26c69229bab3ccbca7e55,,api.github.com,,False,[],[],[],[],2017-04-02
2506,pull_request_commit,415.0,pycqa,astroid,rogalski,2017-04-02 17:21:35,add changelog entry,b6cbe714549d98cd11b1753de5b1bcf362a86d86,,api.github.com,,False,[],[],[],[],2017-04-02
