,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
1014,commit_messages,,nilearn,nilearn,lesteve,2016-04-26 07:16:11,Fix direcly -> directly typo,2969df7f47c3fea2b5e3a2e3110849dc808700ea,,"api.github.com,git_clone","[u'[""nilearn/decomposition/multi_pca.py"", ""nilearn/decomposition/canica.py"", ""nilearn/decomposition/base.py""]']",False,[],[],[],[],2016-04-26
1153,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-04-26 05:07:18,More documentation improvements in plotting examples,2f96449645080f4d09817704352a5bf717f2df09,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_demo_more_plotting.py""]']",False,[],[],[],[],2016-04-26
1242,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-04-26 10:59:04,"Merge pull request #1085 from KamalakerDadi/plotting_tutorial_integration_2

Minor improvements in plot_demo_plotting example",338396b75bd3f9245f56a706a0c2b99a64f05d11,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_demo_plotting.py""]']",False,[],"[{u'raw': u'#1085', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1085', u'']}]",[],[],2016-04-26
2037,commit_messages,,nilearn,nilearn,MartinPerez,2016-04-27 13:14:43,minor example comments. avoid data copy in displays,558f522da6d13cf43346e5ec807303a86c35001c,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_demo_glass_brain.py"", ""nilearn/plotting/displays.py""]']",False,[],[],[],[],2016-04-27
2794,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-04-26 11:00:17,Address Danilo's comment,73b783eab28f9207ed12325223d89177242f53c0,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_demo_plotting.py""]']",False,[],[],[],[],2016-04-26
3458,commit_messages,,nilearn,nilearn,KamalakerDadi,2016-04-26 08:03:12,Nitpicks addressed,90d528fc99f1426b216abbfd9e57a08830c27f63,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_demo_plotting.py""]']",False,[],[],[],[],2016-04-26
4384,commit_messages,,nilearn,nilearn,MartinPerez,2016-04-27 16:25:35,correction to handle smoke test,b5da12168339816fe0678b63873b1c325e3d2c54,,"api.github.com,git_clone","[u'[""nilearn/plotting/displays.py""]']",False,[],[],[],[],2016-04-27
8686,pull_request_commit,613.0,nilearn,nilearn,lesteve,2016-04-25 14:37:52,wip,ae5c17940725240e900f689445bc6de4d02d7d34,,api.github.com,,False,[],[],[],[],2016-04-25
10463,pull_request_commit,1034.0,nilearn,nilearn,MartinPerez,2016-04-27 13:14:43,minor example comments. avoid data copy in displays,558f522da6d13cf43346e5ec807303a86c35001c,,api.github.com,,False,[],[],[],[],2016-04-27
10464,pull_request_commit,1034.0,nilearn,nilearn,MartinPerez,2016-04-27 16:25:35,correction to handle smoke test,b5da12168339816fe0678b63873b1c325e3d2c54,,api.github.com,,False,[],[],[],[],2016-04-27
10542,pull_request_commit,1085.0,nilearn,nilearn,KamalakerDadi,2016-04-26 08:03:12,Nitpicks addressed,90d528fc99f1426b216abbfd9e57a08830c27f63,,api.github.com,,False,[],[],[],[],2016-04-26
10551,pull_request_commit,1096.0,nilearn,nilearn,KamalakerDadi,2016-04-26 05:07:18,More documentation improvements in plotting examples,2f96449645080f4d09817704352a5bf717f2df09,,api.github.com,,False,[],[],[],[],2016-04-26
