,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
127,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 22:22:17,changing reference to this object,04fd790c1c37028b30f234340c38a7ada75d0d47,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
409,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 16:49:01,cleaning decoder tests,11076d28c05c154d999edf98339add1ee5fdd2c7,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/space_net.py"", ""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1056,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 17:42:07,using get_header,2bbf1bf6a4a32a68af58077d9bc6bf433327f56f,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1149,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 16:49:01,cleaning decoder tests,2f747178c913d37992cea151bbe9eb71dc13bc79,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/space_net.py"", ""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1243,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 15:15:52,adding checkers into the param validation file,339352e1ab5b70e4f48295a59a88845e18851788,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1324,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 16:49:01,cleaning decoder tests,3782998a376eed5ef1fe246a6f16af659f0ec38f,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/space_net.py"", ""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1335,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 15:15:52,adding checkers into the param validation file,37d7b0081c8c200d7e30f0d259de8b0fc63e4999,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1367,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 17:42:07,using get_header,393bad25e48a920ad14a38d952d933c932d9bc20,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1378,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-17 22:07:52,adding odict,3992eac81e1b071d7ef5d81f55dd408eb5b117ca,,"api.github.com,git_clone","[u'[""nilearn/_utils/fixes/sklearn_model_selection.py"", ""nilearn/_utils/fixes/odict.py""]']",False,[],[],[],[],2016-12-17
1433,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 15:35:24,adding validation file,3c53ca0e6abbcb0f19b331c1055b9c614b6acb8c,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py""]']",False,[],[],[],[],2016-12-21
1521,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-22 09:29:29,updating check masker,407767ac38e8ef211544e74fed947c8fa1bbb9b0,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py"", ""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-22
1657,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 19:46:27,adding empty lines,458b9f0f5ea857353259f2e83b787b4de3ff52df,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
1745,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 17:42:07,using get_header,4965b197f43ab05ff4a74a2940caf05bcd601de8,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
2058,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 19:46:27,adding empty lines,569fccdd5d43a38a7acb6c3669cc0c4d96544e51,,"api.github.com,git_clone","[u'[""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-21
2264,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-21 15:35:24,adding validation file,5e267f77ad4f8af97342dc1f1cc0345b7d34e7b9,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py""]']",False,[],[],[],[],2016-12-21
2436,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-22 09:29:29,updating check masker,653a58424dc3e0f9a5bc06757aee7b1cb769a7e3,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py"", ""nilearn/_utils/param_validation.py""]']",False,[],[],[],[],2016-12-22
2534,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-17 20:42:20,adding backport to KFold and StratifiedKFold,6935fa9e56a167c988281eede84a9e9ea47e3950,,"api.github.com,git_clone","[u'[""nilearn/_utils/fixes/__init__.py"", ""nilearn/_utils/fixes/sklearn_model_selection.py"", ""nilearn/connectome/group_sparse_cov.py""]']",False,[],[],[],[],2016-12-17
2886,commit_messages,,nilearn,nilearn,ahoyosid,2016-12-22 11:21:40,addressing checking masker comments,77c67b748eb6de1babad5275102c3a2ddb51b801,,"api.github.com,git_clone","[u'[""nilearn/_utils/validation.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2016-12-22
