,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
1107,commit_messages,,nilearn,nilearn,GaelVaroquaux,2017-09-19 13:29:19,"Merge pull request #1512 from jnecus/patch-2

Added option to perform linear resampling",2d818ad2dd64a3c97d857fca02c0c30de4e8bed2,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py"", ""nilearn/image/tests/test_resampling.py""]']",False,[],"[{u'raw': u'#1512', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1512', u'']}]",[],[],2017-09-19
1113,commit_messages,,nilearn,nilearn,jnecus,2017-09-19 08:29:03,updated documentation for linear resampling,2dbd47f62fae7af9c6aee9d5aec5965f5e1d6364,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py""]']",False,[],[],[],[],2017-09-19
1357,commit_messages,,nilearn,nilearn,jnecus,2017-09-19 12:59:53,Update test_resampling.py,38cc815eaefc9ddef3d4763829dee45e01c4e47b,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2017-09-19
1488,commit_messages,,nilearn,nilearn,jnecus,2017-09-19 10:03:53,remove empty space,3eaa4e4884b0288a9724a3a1bd8e830b952ac9e2,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py""]']",False,[],[],[],[],2017-09-19
3031,commit_messages,,nilearn,nilearn,GaelVaroquaux,2017-09-19 16:45:07,MAINT: update whats_new,7e413a51676fea8bdcbab12e20482da6c417567c,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py"", ""doc/whats_new.rst""]']",False,[],[],[],[],2017-09-19
3772,commit_messages,,nilearn,nilearn,jnecus,2017-09-19 12:50:37,Formatting with spaces,9e9bd9552790f33597a711019a6ed545663870dd,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2017-09-19
4391,commit_messages,,nilearn,nilearn,jnecus,2017-09-19 10:06:34,Added linear resampling into test,b6278b421254440ec37ecf80ed79edc1f4bb6fc6,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2017-09-19
11598,pull_request_commit,1512.0,nilearn,nilearn,jnecus,2017-09-19 08:29:03,updated documentation for linear resampling,2dbd47f62fae7af9c6aee9d5aec5965f5e1d6364,,api.github.com,,False,[],[],[],[],2017-09-19
11599,pull_request_commit,1512.0,nilearn,nilearn,jnecus,2017-09-19 10:03:53,remove empty space,3eaa4e4884b0288a9724a3a1bd8e830b952ac9e2,,api.github.com,,False,[],[],[],[],2017-09-19
11600,pull_request_commit,1512.0,nilearn,nilearn,jnecus,2017-09-19 10:06:34,Added linear resampling into test,b6278b421254440ec37ecf80ed79edc1f4bb6fc6,,api.github.com,,False,[],[],[],[],2017-09-19
11601,pull_request_commit,1512.0,nilearn,nilearn,jnecus,2017-09-19 12:50:37,Formatting with spaces,9e9bd9552790f33597a711019a6ed545663870dd,,api.github.com,,False,[],[],[],[],2017-09-19
11602,pull_request_commit,1512.0,nilearn,nilearn,jnecus,2017-09-19 12:59:53,Update test_resampling.py,38cc815eaefc9ddef3d4763829dee45e01c4e47b,,api.github.com,,False,[],[],[],[],2017-09-19
