,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
18,commit_messages,,nilearn,nilearn,pgervais,2013-04-18 14:49:27,"Added masking functions for regions.

These functions are very similar to mask/unmask functions, they
just handle labeled regions properly.",00b25db1d07f04f504d6cbfda996d1037c81e293,,"api.github.com,git_clone","[u'[""nisl/masking.py"", ""nisl/roi.py"", ""nisl/tests/test_roi.py"", ""nisl/utils.py""]']",False,[],[],[],[],2013-04-18
204,commit_messages,,nilearn,nilearn,pgervais,2013-04-18 08:50:31,"Coding-style corrections

- Renamed parameter confound_number to n_confound
- Reordered imports
- Fixed documentation",07f8d6fbf2dec6cc04c93f3ccbc78cc218b0ed03,,"api.github.com,git_clone","[u'[""nisl/signals.py"", ""nisl/tests/test_signals.py""]']",False,[],[],[],[],2013-04-18
1648,commit_messages,,nilearn,nilearn,pgervais,2013-04-17 13:43:41,"Faster smoothing in apply_mask()

gaussian filtering has been tuned to get higher speed.
Output of apply_mask() is now always in F order (which is good for
subsequent operations, because timeseries are contiguous in memory)",451621269aeae92589c84188894370339d7955d1,,"api.github.com,git_clone","[u'[""nisl/masking.py""]']",False,[],[],[],[],2013-04-17
4078,commit_messages,,nilearn,nilearn,pgervais,2013-04-17 14:06:27,Removed a spurious non-ascii character.,aa6fd6e144bd3877131622c3b4a7cac1aa4b125e,,"api.github.com,git_clone","[u'[""nisl/masking.py""]']",False,[],[],[],[],2013-04-17
5834,commit_messages,,nilearn,nilearn,pgervais,2013-04-18 11:23:45,"Added overlap parameter to signal generator

Coding-style fixes in test_roi.py",f283e27ae5811ad65867b64915575a9fb4bfc596,,"api.github.com,git_clone","[u'[""nisl/tests/test_roi.py""]']",False,[],[],[],[],2013-04-18
6331,pull_request_commit,44.0,nilearn,nilearn,pgervais,2013-04-17 13:43:41,"Faster smoothing in apply_mask()

gaussian filtering has been tuned to get higher speed.
Output of apply_mask() is now always in F order (which is good for
subsequent operations, because timeseries are contiguous in memory)",451621269aeae92589c84188894370339d7955d1,,api.github.com,,False,[],[],[],[],2013-04-17
6332,pull_request_commit,44.0,nilearn,nilearn,pgervais,2013-04-17 14:06:27,Removed a spurious non-ascii character.,aa6fd6e144bd3877131622c3b4a7cac1aa4b125e,,api.github.com,,False,[],[],[],[],2013-04-17
6334,pull_request_commit,45.0,nilearn,nilearn,pgervais,2013-04-18 08:50:31,"Coding-style corrections

- Renamed parameter confound_number to n_confound
- Reordered imports
- Fixed documentation",07f8d6fbf2dec6cc04c93f3ccbc78cc218b0ed03,,api.github.com,,False,[],[],[],[],2013-04-18
6343,pull_request_commit,47.0,nilearn,nilearn,pgervais,2013-04-18 11:23:45,"Added overlap parameter to signal generator

Coding-style fixes in test_roi.py",f283e27ae5811ad65867b64915575a9fb4bfc596,,api.github.com,,False,[],[],[],[],2013-04-18
6344,pull_request_commit,47.0,nilearn,nilearn,pgervais,2013-04-18 14:49:27,"Added masking functions for regions.

These functions are very similar to mask/unmask functions, they
just handle labeled regions properly.",00b25db1d07f04f504d6cbfda996d1037c81e293,,api.github.com,,False,[],[],[],[],2013-04-18
