,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
56,commit_messages,,nilearn,nilearn,KamalakerDadi,2017-08-21 14:29:55,Addressed comment suggesting import with recent sklearn,021903fe00f9b6a2436f61c395507a238d7838db,,"api.github.com,git_clone","[u'[""doc/decoding/decoding_intro.rst""]']",False,[],[],[],[],2017-08-21
104,commit_messages,,nilearn,nilearn,KamalakerDadi,2017-08-21 14:05:44,MAINT: Update to Sphinx-Gallery v0.1.11,0429387cd8e61fdbe15e6927a12d3827acf7980c,,"api.github.com,git_clone","[u'[""doc/sphinxext/sphinx_gallery/gen_rst.py"", ""doc/sphinxext/sphinx_gallery/downloads.py"", ""doc/conf.py"", ""doc/sphinxext/sphinx_gallery/notebook.py"", ""doc/sphinxext/sphinx_gallery/_static/gallery.css"", ""doc/sphinxext/sphinx_gallery/gen_gallery.py"", ""doc/sphinxext/sphinx_gallery/docs_resolv.py"", ""doc/sphinxext/sphinx_gallery/backreferences.py"", ""doc/sphinxext/sphinx_gallery/__init__.py"", ""doc/sphinxext/sphinx_gallery/_static/broken_stamp.svg""]']",False,[],[],[],[],2017-08-21
371,commit_messages,,nilearn,nilearn,GaelVaroquaux,2017-08-24 15:19:40,"Merge pull request #1490 from larsoner/resampling_interpolation

ENH: Add resampling_interpolation kwarg to plot_glass_brain",0f44a201e6d7196ad796a8746a226c78b44588de,,"api.github.com,git_clone","[u'[""nilearn/plotting/tests/test_img_plotting.py"", ""nilearn/plotting/img_plotting.py""]']",False,[],"[{u'raw': u'#1490', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1490', u'']}]",[],[],2017-08-24
572,commit_messages,,nilearn,nilearn,KamalakerDadi,2017-08-18 16:30:04,ENH: Some examples updates to plot_matrix,17b4a69df1e277f1a6e7578e71b35af8f474c23e,,"api.github.com,git_clone","[u'[""examples/02_decoding/plot_haxby_multiclass.py"", ""examples/03_connectivity/plot_group_level_connectivity.py"", ""examples/03_connectivity/plot_multi_subject_connectome.py"", ""examples/03_connectivity/plot_inverse_covariance_connectome.py""]']",False,[],[],[],[],2017-08-18
676,commit_messages,,nilearn,nilearn,KamalakerDadi,2017-08-18 08:53:16,FIX: Documentation failure with decoding_intro,1c08dbc28d023134072dd742cded889dc3027ec5,,"api.github.com,git_clone","[u'[""doc/decoding/decoding_intro.rst""]']",False,[],[],[],[],2017-08-18
1861,commit_messages,,nilearn,nilearn,KamalakerDadi,2017-08-24 12:09:06,Added rst comment to remove SKIP,4e2114d535e6b7ab74ea5cb3dfe025582f1129fc,,"api.github.com,git_clone","[u'[""doc/decoding/decoding_intro.rst""]']",False,[],[],[],[],2017-08-24
2426,commit_messages,,nilearn,nilearn,larsoner,2017-08-24 13:40:05,FIX: Add more resampling_interpolation kwargs,64db24f1e457a02541a8fdc2bc7ff0eb84c90c25,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py""]']",False,[],[],[],[],2017-08-24
4059,commit_messages,,nilearn,nilearn,GaelVaroquaux,2017-08-24 14:36:45,"Merge pull request #1493 from KamalakerDadi/fix_decoding_intro

[MRG] FIX: Documentation failure with decoding_intro",a9a8822fbddab4cc3d247bcfd959fb08dfd74a43,,"api.github.com,git_clone","[u'[""doc/decoding/decoding_intro.rst""]']",False,[],"[{u'raw': u'#1493', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1493', u'']}]",[],[],2017-08-24
5493,commit_messages,,nilearn,nilearn,KamalakerDadi,2017-08-24 11:13:16,Addressed doc interchange,e44a6bdab5b35c3bdf7fc0ddb7c64beb36a6853d,,"api.github.com,git_clone","[u'[""doc/decoding/decoding_intro.rst""]']",False,[],[],[],[],2017-08-24
11232,pull_request_commit,1370.0,nilearn,nilearn,KamalakerDadi,2017-08-24 19:37:39,Rebase & fix conflict,1f7cbd26f5502686bcc1b7b4b1eefda2c62ee1bb,,api.github.com,,False,[],[],[],[],2017-08-24
11587,pull_request_commit,1490.0,nilearn,nilearn,larsoner,2017-08-24 13:40:05,FIX: Add more resampling_interpolation kwargs,64db24f1e457a02541a8fdc2bc7ff0eb84c90c25,,api.github.com,,False,[],[],[],[],2017-08-24
11588,pull_request_commit,1493.0,nilearn,nilearn,KamalakerDadi,2017-08-18 08:53:16,FIX: Documentation failure with decoding_intro,1c08dbc28d023134072dd742cded889dc3027ec5,,api.github.com,,False,[],[],[],[],2017-08-18
11589,pull_request_commit,1493.0,nilearn,nilearn,KamalakerDadi,2017-08-21 14:29:55,Addressed comment suggesting import with recent sklearn,021903fe00f9b6a2436f61c395507a238d7838db,,api.github.com,,False,[],[],[],[],2017-08-21
