,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
46,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 14:24:36,Update some docs and docstrings; rename pubsub.Listener to Receiver;,11da2445738dbfb0343ec826b4a95387f56fa87c,,"api.github.com,git_clone","[u'[""docs/api_reference.rst""]']",False,[],[],[],[],2017-01-10
104,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 09:19:16,add appveyor badge to README,227573c2235025347c7cedfe06116f17b72ca315,,"api.github.com,git_clone","[u'["".travis.yml"", ""README.rst""]']",False,[],[],[],[],2017-01-10
246,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 16:22:25,documenting ConnectionsPool,4c6dc775168a1c30201ef40e78d3bcab6bd64ed0,,"api.github.com,git_clone","[u'[""docs/api_reference.rst"", ""aioredis/pool.py"", ""docs/spelling_wordlist.txt""]']",False,[],[],[],[],2017-01-10
364,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 15:24:01,try to make *expire commands more consistent,73803a36a43afada276ef64409eb38e263e6bb0d,,"api.github.com,git_clone","[u'[""tests/string_commands_test.py"", ""tests/conftest.py"", ""tests/server_commands_test.py""]']",False,[],[],[],[],2017-01-10
517,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 14:24:36,Update some docs and docstrings; rename pubsub.Listener to Receiver;,ac54630ac3393358ec62d55ba799302b5a8f9e61,,"api.github.com,git_clone","[u'[""docs/abc.rst"", ""examples/pipeline.py"", ""aioredis/abc.py"", ""docs/spelling_wordlist.txt"", ""docs/api_reference.rst"", ""tests/pubsub_receiver_test.py"", ""aioredis/pubsub.py"", ""docs/mpsc.rst"", ""tests/pubsub_listener_test.py"", ""docs/start.rst"", ""docs/index.rst""]']",False,[],[],[],[],2017-01-10
544,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 14:34:42,fix geo commands and few more tests.,b8cee2d0255cdb8d4aced858f8b57f575c0c1d79,,"api.github.com,git_clone","[u'[""aioredis/commands/geo.py"", ""tests/server_commands_test.py""]']",False,[],[],[],[],2017-01-10
606,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 09:31:04,revert 'quit' test,ca1d220d6b48123ead78ae8ca28d52f267e950d0,,"api.github.com,git_clone","[u'[""tests/connection_commands_test.py""]']",False,[],[],[],[],2017-01-10
723,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 08:17:55,enable asyncio debug,ee9c4f39a3f7a6d94a858f378afb70477c5addfd,,"api.github.com,git_clone","[u'[""tests/connection_commands_test.py"", ""tests/pool_test.py"", ""tests/generic_commands_test.py"", "".appveyor.yml""]']",False,[],[],[],[],2017-01-10
755,commit_messages,,aio-libs,aioredis,popravich,2017-01-10 09:48:19,"Merge pull request #180 from aio-libs/appveyor

Appveyor integration",fbe1ec5bfcf0546114deb22658fc9455513ef753,,"api.github.com,git_clone","[u'[""tests/pool_test.py"", ""tests/string_commands_test.py"", ""README.rst"", ""tests/generic_commands_test.py"", ""tests/connection_commands_test.py"", ""tests/pubsub_listener_test.py"", "".travis.yml"", ""tests/server_commands_test.py"", ""tests/connection_test.py"", ""tests/conftest.py"", "".appveyor.yml""]']",False,[],"[{u'raw': u'#180', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'180', u'']}]",[],[],2017-01-10
1063,pull_request_commit,129.0,aio-libs,aioredis,popravich,2017-01-10 14:24:36,Update some docs and docstrings; rename pubsub.Listener to Receiver;,11da2445738dbfb0343ec826b4a95387f56fa87c,,api.github.com,,False,[],[],[],[],2017-01-10
1064,pull_request_commit,129.0,aio-libs,aioredis,popravich,2017-01-10 14:34:42,fix geo commands and few more tests.,b8cee2d0255cdb8d4aced858f8b57f575c0c1d79,,api.github.com,,False,[],[],[],[],2017-01-10
1065,pull_request_commit,129.0,aio-libs,aioredis,popravich,2017-01-10 15:24:01,try to make *expire commands more consistent,73803a36a43afada276ef64409eb38e263e6bb0d,,api.github.com,,False,[],[],[],[],2017-01-10
1066,pull_request_commit,129.0,aio-libs,aioredis,popravich,2017-01-10 16:22:25,documenting ConnectionsPool,4c6dc775168a1c30201ef40e78d3bcab6bd64ed0,,api.github.com,,False,[],[],[],[],2017-01-10
1151,pull_request_commit,180.0,aio-libs,aioredis,popravich,2017-01-10 08:17:55,enable asyncio debug,ee9c4f39a3f7a6d94a858f378afb70477c5addfd,,api.github.com,,False,[],[],[],[],2017-01-10
1152,pull_request_commit,180.0,aio-libs,aioredis,popravich,2017-01-10 09:19:16,add appveyor badge to README,227573c2235025347c7cedfe06116f17b72ca315,,api.github.com,,False,[],[],[],[],2017-01-10
1153,pull_request_commit,180.0,aio-libs,aioredis,popravich,2017-01-10 09:31:04,revert 'quit' test,ca1d220d6b48123ead78ae8ca28d52f267e950d0,,api.github.com,,False,[],[],[],[],2017-01-10
