,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
259,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-04-14 12:40:38,Oasis: Cosmit: address bthirion's comments.,09f7246ce2d5e3c14575a1cbb44a63b2bbac0ffb,,"api.github.com,git_clone","[u'[""plot_oasis_vbm.py""]']",False,[],[],[],[],2014-04-14
379,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-04-09 13:02:43,DOC: add docstrings,0faa553197c773ddbff32e8951499effb1edc9ad,,"api.github.com,git_clone","[u'[""doc/modules/reference.rst"", ""nilearn/masking.py"", ""nilearn/image/image.py""]']",False,[],[],[],[],2014-04-09
503,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-04-09 13:18:41,TEST: test with files too,14e7c35bf19dd5106bf1d477417c4157c7c68c10,,"api.github.com,git_clone","[u'[""nilearn/input_data/tests/test_nifti_masker.py"", ""nilearn/image/tests/test_image.py""]']",False,[],[],[],[],2014-04-09
1041,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-04-16 14:30:40,Oasis: DARTEL-normalized data available.,2aedf400671a91c2346f6a5df17e866a6fdbfe8a,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py"", ""plot_oasis_vbm.py"", ""nilearn/datasets.py""]']",False,[],[],[],[],2014-04-16
1044,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-04-09 18:00:03,ENH: resample only mean img,2b0a3cd34edf87da4828592052b1e889f76d09c4,,"api.github.com,git_clone","[u'[""nilearn/image/image.py""]']",False,[],[],[],[],2014-04-09
1339,commit_messages,,nilearn,nilearn,eickenberg,2014-04-16 09:39:24,indentation,37f60bcc2035744b8be7786f44c1618e081de122,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py""]']",False,[],[],[],[],2014-04-16
1363,commit_messages,,nilearn,nilearn,eickenberg,2014-04-16 09:40:13,typo docstring pad,391996555a51e60feb1d5bacfa1d967da0dd5edd,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2014-04-16
1470,commit_messages,,nilearn,nilearn,VirgileFritsch,2014-04-09 13:25:11,"Oasis: Example of Voxel-Based Morphometry.

Hard-coded paths for now since the archive is not online yet and the
downloader is therefore not implemented.",3db0e87b7b2d23d3a00ba3bddd2974f1144e58c8,,"api.github.com,git_clone","[u'[""plot_oasis_vbm.py""]']",False,[],[],[],[],2014-04-09
1511,commit_messages,,nilearn,nilearn,eickenberg,2014-04-16 11:10:42,pad docstring,3fcf58699c7636cc464cb4202cc61a101c890597,,"api.github.com,git_clone","[u'[""nilearn/image/tests/test_resampling.py""]']",False,[],[],[],[],2014-04-16
1534,commit_messages,,nilearn,nilearn,eickenberg,2014-04-16 08:38:58,Image image typo,40c08a98e3d0d6f21e881a22e1cd4f6480bc2f9e,,"api.github.com,git_clone","[u'[""nilearn/image/resampling.py""]']",False,[],[],[],[],2014-04-16
1664,commit_messages,,nilearn,nilearn,eickenberg,2014-04-11 12:23:22,added an example for visualizing affine transform,45d019b32ada195b64c7f3a16b6e8f8061ca5635,,"api.github.com,git_clone","[u'[""plot_affine_transformation.py""]']",False,[],[],[],[],2014-04-11
1844,commit_messages,,nilearn,nilearn,GaelVaroquaux,2014-04-09 10:54:53,"DOC: image.mean_img in examples

This actually removes a lot of code.",4d651b16bab2d31b8d0d172a285406195a3845bf,,"api.github.com,git_clone","[u'[""plot_haxby_mass_univariate.py"", ""plot_haxby_searchlight.py"", ""plot_haxby_anova_svm.py"", ""plot_haxby_grid_search.py"", ""plot_roi_extraction.py"", ""plot_canica_resting_state.py"", ""plot_ica_resting_state.py"", ""plot_visualization.py"", ""plot_haxby_different_estimators.py"", ""plot_haxby_masks.py"", ""nilearn/image/tests/test_image.py""]']",False,[],[],[],[],2014-04-09
