,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
23,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 09:18:01,scan example updated to be skipped for redis 2.6 on travis,09a60e1970bf854f5dc1d9a346e396d522f25111,,"api.github.com,git_clone","[u'[""examples/scan.py""]']",False,[],[],[],[],2015-07-07
62,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 08:11:11,list commands updated: encoding param added,14967816abb34df045cd4562086a902b14e70176,,"api.github.com,git_clone","[u'[""aioredis/commands/list.py"", ""tests/list_commands_test.py""]']",False,[],[],[],[],2015-07-07
81,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 09:31:52,another example fix,1a7d100fc30582e94d7bfc56d5b662575c6c7bbe,,"api.github.com,git_clone","[u'[""examples/scan.py""]']",False,[],[],[],[],2015-07-07
93,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 07:25:08,generic commands updated: encoding param added,1dc46af4afe2bf2343a70d8aa1b18584edc99758,,"api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""tests/generic_commands_test.py""]']",False,[],[],[],[],2015-07-07
121,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 06:41:13,small cleanup,2800905d8ec94b32cfe6b5f4943212c9a4e13cee,,"api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/connection.py"", ""tests/pool_test.py""]']",False,[],[],[],[],2015-07-07
258,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 07:19:56,set commands updated: encoding param added,505892f30f57da07abf74b1bfee65b6f9d21f8f7,,"api.github.com,git_clone","[u'[""aioredis/commands/set.py"", ""tests/set_commands_test.py""]']",False,[],[],[],[],2015-07-07
394,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 06:58:41,hash commands updated: encoding param added,7f34a623a2d115daa04584a2200e28c872c6dc7e,,"api.github.com,git_clone","[u'[""aioredis/commands/hash.py"", ""tests/hash_commands_test.py"", ""aioredis/commands/set.py""]']",False,[],[],[],[],2015-07-07
602,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 08:43:32,few small tests fixes,c81f3f4629bad04f3b522857bd447264d43e5ca8,,"api.github.com,git_clone","[u'[""tests/connection_test.py"", ""tests/generic_commands_test.py""]']",False,[],[],[],[],2015-07-07
634,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 09:01:18,added scan command example,d4f248d420d60b454d1cfaac0ac4945900857185,,"api.github.com,git_clone","[u'[""docs/examples.rst"", ""examples/scan.py""]']",False,[],[],[],[],2015-07-07
660,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 08:51:15,"Merge pull request #69 from aio-libs/encoding_param

Encoding param added to commands",dd92e7612308ee68a6b4882ecd2bc979fe68da98,,"api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""aioredis/commands/hash.py"", ""tests/string_commands_test.py"", ""tests/set_commands_test.py"", ""tests/list_commands_test.py"", ""aioredis/commands/set.py"", ""tests/generic_commands_test.py"", ""aioredis/commands/string.py"", ""aioredis/commands/list.py"", ""tests/hash_commands_test.py"", ""tests/connection_test.py""]']",False,[],"[{u'raw': u'#69', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'69', u'']}]",[],[],2015-07-07
721,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 08:34:47,string commands updated: encoding param added,ee3662f3b84af336352466a59d63688f8bf7a480,,"api.github.com,git_clone","[u'[""tests/string_commands_test.py"", ""aioredis/commands/string.py""]']",False,[],[],[],[],2015-07-07
753,commit_messages,,aio-libs,aioredis,popravich,2015-07-07 09:13:32,Bump version: 0.2.1 → 0.2.2,fb41411251fe8af9b59ffaf0a8a679e1c5e7479e,,"api.github.com,git_clone","[u'["".bumpversion.cfg"", ""aioredis/__init__.py"", ""CHANGES.txt"", ""docs/conf.py""]']",False,[],[],[],[],2015-07-07
895,pull_request_commit,69.0,aio-libs,aioredis,popravich,2015-07-07 06:58:41,hash commands updated: encoding param added,7f34a623a2d115daa04584a2200e28c872c6dc7e,,api.github.com,,False,[],[],[],[],2015-07-07
896,pull_request_commit,69.0,aio-libs,aioredis,popravich,2015-07-07 07:19:56,set commands updated: encoding param added,505892f30f57da07abf74b1bfee65b6f9d21f8f7,,api.github.com,,False,[],[],[],[],2015-07-07
897,pull_request_commit,69.0,aio-libs,aioredis,popravich,2015-07-07 07:25:08,generic commands updated: encoding param added,1dc46af4afe2bf2343a70d8aa1b18584edc99758,,api.github.com,,False,[],[],[],[],2015-07-07
898,pull_request_commit,69.0,aio-libs,aioredis,popravich,2015-07-07 08:11:11,list commands updated: encoding param added,14967816abb34df045cd4562086a902b14e70176,,api.github.com,,False,[],[],[],[],2015-07-07
899,pull_request_commit,69.0,aio-libs,aioredis,popravich,2015-07-07 08:34:47,string commands updated: encoding param added,ee3662f3b84af336352466a59d63688f8bf7a480,,api.github.com,,False,[],[],[],[],2015-07-07
900,pull_request_commit,69.0,aio-libs,aioredis,popravich,2015-07-07 08:43:32,few small tests fixes,c81f3f4629bad04f3b522857bd447264d43e5ca8,,api.github.com,,False,[],[],[],[],2015-07-07
