,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
196,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-07-07 12:23:22,"Merge pull request #1162 from dohmatob/fix-1161

Fixes issue #1161",07a07848f188a884b8a6c1203873bd054c3eeb40,,"api.github.com,git_clone","[u'[""nilearn/image/image.py""]']",False,[],"[{u'raw': u'#1161', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1161', u'']}, {u'raw': u'#1162', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1162', u'']}]",[],[],2016-07-07
231,commit_messages,,nilearn,nilearn,miykael,2016-07-21 20:47:00,FIX: correct left and right hemisphere mix-up,08d135a9c56742ec3d0d38b7447c5e6706511f2b,,"api.github.com,git_clone","[u'[""nilearn/plotting/displays.py""]']",False,[],[],[],[],2016-07-21
263,commit_messages,,nilearn,nilearn,salma1601,2016-07-05 08:20:41,raise explicit TR error,0a2f7e8c6ed61e57e620630c635f0fc1ddebc975,,"api.github.com,git_clone","[u'[""nilearn/signal.py""]']",False,[],[],[],[],2016-07-05
329,commit_messages,,nilearn,nilearn,Joaoloula,2016-07-03 08:59:42,simplified examples,0d5443de9ad014c82ba4dfc228160a34b385165a,,"api.github.com,git_clone","[u'[""examples/02_decoding/plot_haxby_anova_svm.py"", ""examples/02_decoding/plot_haxby_grid_search.py"", ""examples/02_decoding/plot_haxby_searchlight.py"", ""examples/05_advanced/plot_haxby_mass_univariate.py"", ""examples/02_decoding/plot_haxby_multiclass.py""]']",False,[],[],[],[],2016-07-03
392,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-07-21 10:52:16,MWhat's new line for #1148.,10682700ca310732e9c282f47f737d641ea78763,,"api.github.com,git_clone","[u'[""doc/whats_new.rst""]']",False,[],"[{u'raw': u'#1148', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1148', u'']}]",[],[],2016-07-21
420,commit_messages,,nilearn,nilearn,Joaoloula,2016-07-03 11:27:34,removed fetch_haxby_simple from doc/modules/reference.rst,11a675f46ec30e721c0eb34048ee588bd60e107b,,"api.github.com,git_clone","[u'[""doc/modules/reference.rst""]']",False,[],[],[],[],2016-07-03
425,commit_messages,,nilearn,nilearn,AlexandreAbraham,2016-07-06 12:07:22,Fix tests,11d804168a415206013404c551af94d18b29a4d0,,"api.github.com,git_clone","[u'[""nilearn/connectome/connectivity_matrices.py"", ""nilearn/connectome/tests/test_connectivity_matrices.py""]']",False,[],[],[],[],2016-07-06
431,commit_messages,,nilearn,nilearn,juhuntenburg,2016-07-17 20:37:06,extending plotting exaple to create seed-based connectivity map,120a7cfa0e94e93de7b5023656d2e8fa6ec81ebb,,"api.github.com,git_clone","[u'[""examples/01_plotting/plot_surf_stat_map.py""]']",False,[],[],[],[],2016-07-17
433,commit_messages,,nilearn,nilearn,Joaoloula,2016-07-02 10:12:31,"Fixed #1127, updated examples and tests and deprecated haxby_fetch_simple",125282dfbe865c9cc47611443cf0ae23080d9233,,"api.github.com,git_clone","[u'[""examples/02_decoding/plot_haxby_anova_svm.py"", ""doc/modules/reference.rst"", ""nilearn/datasetsc"", ""examples/02_decoding/plot_haxby_grid_search.py"", ""nilearn/datasets/__init__.py"", ""examples/05_advanced/plot_haxby_mass_univariate.py"", ""examples/02_decoding/plot_haxby_searchlight.py"", ""nilearn/datasets/tests/test_func.py"", ""examples/02_decoding/plot_haxby_multiclass.py"", ""nilearn/datasets/func.py""]']",False,[],"[{u'raw': u'#1127', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1127', u'']}]",[],[],2016-07-02
469,commit_messages,,nilearn,nilearn,GaelVaroquaux,2016-07-04 15:35:51,"Merge pull request #1159 from KamalakerDadi/broken_documentation_manipulating_images

Fixing broken link to code from example plot_mask_computation",1377eecad5fa1cb06c28c8b935365cb5aff5b67a,,"api.github.com,git_clone","[u'[""examples/04_manipulating_images/plot_mask_computation.py"", ""doc/manipulating_images/masker_objects.rst""]']",False,[],"[{u'raw': u'#1159', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'1159', u'']}]",[],[],2016-07-04
