,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
189,commit_messages,,aio-libs,aioredis,popravich,2016-04-05 14:51:40,"Merge pull request #118 from ymap/shieldfix

Bugfix: Shield close_waiter from cancellation of wait_closed.",3d97b83019b122288d7d2f561993ca6f907c6a47,,"api.github.com,git_clone","[u'[""aioredis/connection.py"", ""tests/connection_test.py""]']",False,[],"[{u'raw': u'#118', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'118', u'']}]",[],[],2016-04-05
284,commit_messages,,aio-libs,aioredis,the-panda,2016-04-05 10:45:19,Bugfix: Shield close_waiter from cancellation of wait_closed.,58e616d318cc1f6c5afdf2daeac55d0ee6a4a535,,"api.github.com,git_clone","[u'[""aioredis/connection.py""]']",False,[],[],[],[],2016-04-05
298,commit_messages,,aio-libs,aioredis,the-panda,2016-04-05 13:54:02,Added tests for wait_closed fix.,5d07b32409bd1a12f9a39c198d7305ad679def32,,"api.github.com,git_clone","[u'[""tests/connection_test.py""]']",False,[],[],[],[],2016-04-05
618,commit_messages,,aio-libs,aioredis,the-panda,2016-04-05 14:33:59,Fixed line length.,ce550a4a22f644768dbc4559764a637daab12bfc,,"api.github.com,git_clone","[u'[""tests/connection_test.py""]']",False,[],[],[],[],2016-04-05
975,pull_request_commit,118.0,aio-libs,aioredis,the-panda,2016-04-05 10:45:19,Bugfix: Shield close_waiter from cancellation of wait_closed.,58e616d318cc1f6c5afdf2daeac55d0ee6a4a535,,api.github.com,,False,[],[],[],[],2016-04-05
976,pull_request_commit,118.0,aio-libs,aioredis,the-panda,2016-04-05 13:54:02,Added tests for wait_closed fix.,5d07b32409bd1a12f9a39c198d7305ad679def32,,api.github.com,,False,[],[],[],[],2016-04-05
977,pull_request_commit,118.0,aio-libs,aioredis,the-panda,2016-04-05 14:33:59,Fixed line length.,ce550a4a22f644768dbc4559764a637daab12bfc,,api.github.com,,False,[],[],[],[],2016-04-05
1006,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-04-05 10:43:33,Improved cluster examples. Now they can be used together with the setupcluster.py script.,d0cb2e81b8eaecce60cbacaeb5d31e257776a20a,,api.github.com,,False,[],[],[],[],2016-04-05
1007,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-04-05 10:44:33,Improvements in cluster code.,fd124f9afdd32c278839424dda3e8481ab0c20d0,,api.github.com,,False,[],[],[],[],2016-04-05
1008,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-04-05 11:28:14,Small improvements.,16d6d84b7215de2a6462b193bf6feb3b4229dc1f,,api.github.com,,False,[],[],[],[],2016-04-05
1009,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-04-05 13:54:02,Added tests for wait_closed fix.,d7fc708bf55bb2ce2ff9857bb5b3c97af160f946,,api.github.com,,False,[],[],[],[],2016-04-05
1010,pull_request_commit,119.0,aio-libs,aioredis,the-panda,2016-04-05 15:18:16,Comply with PEP8.,7d935c54bdd6ea620bff1897bdc56eeaa7eb8c96,,api.github.com,,False,[],[],[],[],2016-04-05
