,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
67,commit_messages,,aio-libs,aioredis,kernel0,2015-07-28 07:48:27,pep8 fix,15754f7fb619f74aa558d38a908d5a8fea41f4a4,,"api.github.com,git_clone","[u'[""aioredis/util.py""]']",False,[],[],[],[],2015-07-28
234,commit_messages,,aio-libs,aioredis,krkd,2015-07-28 14:09:30,Fixed typo in the documentation,492bb8be6e3ae22c39ff0d21b63c139bb737c770,,"api.github.com,git_clone","[u'[""aioredis/pool.py""]']",False,[],[],[],[],2015-07-28
248,commit_messages,,aio-libs,aioredis,popravich,2015-07-28 09:10:12,"Merge pull request #74 from kernel0/util_fix

util functions fix (fixes : #70)",4e04a8cf702c2ecf4b86dc5db106a93a383a4e30,,"api.github.com,git_clone","[u'[""aioredis/util.py"", ""tests/hash_commands_test.py"", ""tests/string_commands_test.py"", ""tests/_testutil.py""]']",False,[],"[{u'raw': u'#70', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'70', u'']}, {u'raw': u'#74', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'74', u'']}]",[],[],2015-07-28
320,commit_messages,,aio-libs,aioredis,kernel0,2015-07-28 07:02:14,util functions fix (fixes : #70),6413fb447b98d94598dbc86898f650209bbcab75,,"api.github.com,git_clone","[u'[""aioredis/util.py"", ""tests/hash_commands_test.py"", ""tests/string_commands_test.py"", ""tests/_testutil.py""]']",False,[],"[{u'raw': u'#70', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'70', u'']}]",[],[],2015-07-28
330,commit_messages,,aio-libs,aioredis,popravich,2015-07-28 09:16:14,info command result parsing,67d63d553473c2c736396e7ece9c565cfc0d1fe6,,"api.github.com,git_clone","[u'[""aioredis/commands/server.py""]']",False,[],[],[],[],2015-07-28
500,commit_messages,,aio-libs,aioredis,asvetlov,2015-07-28 14:52:57,"Merge pull request #75 from krkd/master

Fixed typo in the documentation",a72fc71dcbabedf8e9a490b93e4b248fbac30391,,"api.github.com,git_clone","[u'[""aioredis/pool.py""]']",False,[],"[{u'raw': u'#75', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'75', u'']}]",[],[],2015-07-28
901,pull_request_commit,72.0,aio-libs,aioredis,kernel0,2015-07-28 02:18:13,pool _fill_free fix (fixes #71),883cd6e7c36bd3a083180f646388d1b123586855,,api.github.com,,False,[],"[{u'raw': u'#71', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'71', u'']}]",[],[],2015-07-28
903,pull_request_commit,73.0,aio-libs,aioredis,kernel0,2015-07-28 07:02:14,util functions fix (fixes : #70),6413fb447b98d94598dbc86898f650209bbcab75,,api.github.com,,False,[],"[{u'raw': u'#70', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'70', u'']}]",[],[],2015-07-28
904,pull_request_commit,74.0,aio-libs,aioredis,kernel0,2015-07-28 07:02:14,util functions fix (fixes : #70),6413fb447b98d94598dbc86898f650209bbcab75,,api.github.com,,False,[],"[{u'raw': u'#70', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'70', u'']}]",[],[],2015-07-28
905,pull_request_commit,74.0,aio-libs,aioredis,kernel0,2015-07-28 07:48:27,pep8 fix,15754f7fb619f74aa558d38a908d5a8fea41f4a4,,api.github.com,,False,[],[],[],[],2015-07-28
906,pull_request_commit,75.0,aio-libs,aioredis,krkd,2015-07-28 14:09:30,Fixed typo in the documentation,492bb8be6e3ae22c39ff0d21b63c139bb737c770,,api.github.com,,False,[],[],[],[],2015-07-28
910,pull_request_commit,76.0,aio-libs,aioredis,popravich,2015-07-28 09:16:14,info command result parsing,67d63d553473c2c736396e7ece9c565cfc0d1fe6,,api.github.com,,False,[],[],[],[],2015-07-28
