,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
91,commit_messages,,aio-libs,aioredis,popravich,2016-09-27 22:00:18,"Merge pull request #140 from alefteris/info-cmd-default-validation

Set default and validate section for info cmd",1d463b573a8858a4c4bfed16157df6b01aed86df,,"api.github.com,git_clone","[u'[""aioredis/commands/server.py"", ""tests/server_commands_test.py""]']",False,[],"[{u'raw': u'#140', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'140', u'']}]",[],[],2016-09-27
171,commit_messages,,aio-libs,aioredis,popravich,2016-09-27 11:13:24,add hiredis to tests/requirements.txt to be pinned by pyup.io,3693fe35bd3946a93cb44d988f97e86f3c7fe9bb,,"api.github.com,git_clone","[u'[""tests/requirements.txt""]']",False,[],[],[],[],2016-09-27
247,commit_messages,,aio-libs,aioredis,pyup-bot,2016-09-27 14:32:48,Pin hiredis to latest version 0.2.0 (#150),4dfdfc28f06683f80eb44281b07df415b8d035cf,,"api.github.com,git_clone","[u'[""tests/requirements.txt""]']",False,[],"[{u'raw': u'#150', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'150', u'']}]",[],[],2016-09-27
305,commit_messages,,aio-libs,aioredis,popravich,2016-09-27 16:17:43,remove invalid uses of next(),5f2a711d2e4e80a9e9215508d1adb282dc0558f7,,"api.github.com,git_clone","[u'[""aioredis/commands/server.py""]']",False,[],[],[],[],2016-09-27
317,commit_messages,,aio-libs,aioredis,pyup-bot,2016-09-27 12:09:33,Pin pytest to latest version 3.0.2 (#144),636c2131bca0178603f1563823c4bf880eacd5da,,"api.github.com,git_clone","[u'[""tests/requirements.txt""]']",False,[],"[{u'raw': u'#144', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'144', u'']}]",[],[],2016-09-27
462,commit_messages,,aio-libs,aioredis,pyup-bot,2016-09-27 13:12:29,Pin flake8 to latest version 3.0.4 (#147),99f189e7afeea179d35bda86530cb5a1c8dc4140,,"api.github.com,git_clone","[u'[""tests/requirements.txt""]']",False,[],"[{u'raw': u'#147', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'147', u'']}]",[],[],2016-09-27
561,commit_messages,,aio-libs,aioredis,pyup-bot,2016-09-27 13:36:07,Pin pytest-cov to latest version 2.3.1 (#149),bd1a58f4b1dc255ed799aa066bf16ce6cc50f2ef,,"api.github.com,git_clone","[u'[""tests/requirements.txt""]']",False,[],"[{u'raw': u'#149', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'149', u'']}]",[],[],2016-09-27
608,commit_messages,,aio-libs,aioredis,alefteris,2016-09-27 18:54:41,Remove unnecessary validations,ca45f6f83c914ef5a40d8a24dd22e3c90e8ed12e,,"api.github.com,git_clone","[u'[""aioredis/commands/server.py"", ""tests/server_commands_test.py""]']",False,[],[],[],[],2016-09-27
644,commit_messages,,aio-libs,aioredis,popravich,2016-09-27 11:06:05,deprecate pool commands_factory argument,d828c4711a47e02b7e11596961bd9a1696da4016,,"api.github.com,git_clone","[u'[""docs/api_reference.rst"", ""aioredis/pool.py""]']",False,[],[],[],[],2016-09-27
695,commit_messages,,aio-libs,aioredis,popravich,2016-09-27 11:09:47,move test deps to tests/requirements.txt,e919cbb556715a1f7ff43d142be5cc0c22931892,,"api.github.com,git_clone","[u'["".travis.yml"", ""Makefile"", ""tests/requirements.txt""]']",False,[],[],[],[],2016-09-27
