,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
495,commit_messages,,pycqa,astroid,rogalski,2017-02-05 12:51:58,"Fix namespace population when wildcard import is used (#397)

Fix PyCQA/pylint#1312",3e6ef99928137a396a6ee9c75351f4194b2471e8,,"api.github.com,git_clone","[u'[""astroid/builder.py"", ""astroid/tests/unittest_builder.py""]']",False,[],"[{u'raw': u'#397', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'397', u'']}, {u'raw': u'PyCQA/pylint#1312', u'refstyle': u'o/p#d', u'parts': [u'PyCQA', u'pylint', u'1312', u'']}]",[],[],2017-02-05
699,commit_messages,,pycqa,astroid,rogalski,2017-02-09 07:55:59,Fix metaclass detection when multiple keyword arguments are used in ClassDef (#402),563031aaf13a44adc8db4f8d0ab8020d550aae00,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_python3.py"", ""astroid/rebuilder.py"", ""ChangeLog""]']",False,[],"[{u'raw': u'#402', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'402', u'']}]",[],[],2017-02-09
1320,commit_messages,,pycqa,astroid,rogalski,2017-02-05 12:57:40,"Revert ""Fix namespace population when wildcard import is used (#397)"" (#398)

This reverts commit 3e6ef99928137a396a6ee9c75351f4194b2471e8.",9ee1f58ba91a52148829a781f3bfcff6f659139e,,"api.github.com,git_clone","[u'[""astroid/builder.py"", ""astroid/tests/unittest_builder.py""]']",False,[],"[{u'raw': u'#397', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'397', u'']}, {u'raw': u'#398', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'398', u'']}]",[],[],2017-02-05
1506,commit_messages,,pycqa,astroid,royw,2017-02-09 08:37:56,Handle AttributeErrors when _looks_like_signal receives something unexpected,b4f314a6bc12978030d82ccde321f85232498236,,"api.github.com,git_clone","[u'[""astroid/brain/brain_qt.py""]']",False,[],[],[],[],2017-02-09
2448,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-05 13:53:56,review fixes,b7c88492163f36559dad3c673b81566f48ab03a2,,api.github.com,,False,[],[],[],[],2017-02-05
2449,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-07 16:45:20,review fixes (II),60b384f8668b588f33cd03ef92820f06b3ba21c4,,api.github.com,,False,[],[],[],[],2017-02-07
2450,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-07 16:47:18,add changelog entry,5bd21c2d1caaf4783a3b07892c1690c3f8629f6c,,api.github.com,,False,[],[],[],[],2017-02-07
2451,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-07 16:57:06,fix indentation,f39ab6377dce29292f8e8b8867f571b1e99eb73a,,api.github.com,,False,[],[],[],[],2017-02-07
2452,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-07 20:41:17,fix too long line,275ff6135e7befc807e0f6169a7c5b7b69a15d48,,api.github.com,,False,[],[],[],[],2017-02-07
2453,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-07 22:30:59,make non-optional arguments required,462925a0942847272744b1742a6bbfc4e83d38b1,,api.github.com,,False,[],[],[],[],2017-02-07
2454,pull_request_commit,394.0,pycqa,astroid,rr-,2017-02-07 22:32:47,use visit_const,ddc652e44fc1c9946cf9439aecaea3d82d217ff8,,api.github.com,,False,[],[],[],[],2017-02-07
