,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
388,commit_messages,,pycqa,astroid,hippo91,2017-11-03 09:53:00,Add of decorator to skip the tests if numy module is not present,31d927b66dd52d2861dbfd47d8793e1d16490be9,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_brain_numpy.py""]']",False,[],[],[],[],2017-11-03
396,commit_messages,,pycqa,astroid,hippo91,2017-11-03 08:39:13,Add of copyright and simplification of the mock to try to pass python3.3 CI,32abd38b0112b32a75cf0ea04bbf3b11df9512a7,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_brain_numpy.py""]']",False,[],[],[],[],2017-11-03
430,commit_messages,,pycqa,astroid,hippo91,2017-11-03 08:37:44,Deletion of old numpy test (replaced by a dedicated class),36e382b1874218d466db88cb8ecd2d10ab03d1c6,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_brain.py""]']",False,[],[],[],[],2017-11-03
468,commit_messages,,pycqa,astroid,mathieui,2017-11-02 12:52:44,"Add brain_curses.py for curses attributes defined at runtime (#456)

Explanation for the need of curses brain: https://github.com/PyCQA/pylint/issues/1703
Most of the curses module attributes are defined at runtime (for
portability reasons, apparently), so there is a need for an astroid
brain in order to infer correctly.

The names currently in the brain were extracted from the python
documentation.",3b75bc7254dbccc139635c2b7ccf52b12a8eef19,,"api.github.com,git_clone","[u'[""astroid/brain/brain_curses.py""]']",False,[u'https://github.com/PyCQA/pylint/issues/1703'],"[{u'raw': u'#456', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'456', u'']}, {u'raw': u'https://github.com/PyCQA/pylint/issues/1703', u'refstyle': u'url', u'parts': [u'PyCQA', u'pylint', u'1703', u'']}]",[],[],2017-11-02
1782,commit_messages,,pycqa,astroid,PCManticore,2017-11-02 12:56:51,Add ChangeLog entry,d86cbd38b9e614948796c4121f1c43cb44bdb0a8,,"api.github.com,git_clone","[u'[""ChangeLog""]']",False,[],[],[],[],2017-11-02
2546,pull_request_commit,461.0,pycqa,astroid,hippo91,2017-11-02 16:56:13,Merge branch 'master' into numpy_brain_refinement,8fd433f89e9fbc70fbb7c8f51a13c8e75fb19332,,api.github.com,,False,[],[],[],[],2017-11-02
2547,pull_request_commit,461.0,pycqa,astroid,hippo91,2017-11-03 08:37:44,Deletion of old numpy test (replaced by a dedicated class),a1666c629e8be784ad029a7251131c943895821b,,api.github.com,,False,[],[],[],[],2017-11-03
2548,pull_request_commit,461.0,pycqa,astroid,hippo91,2017-11-03 08:39:13,Add of copyright and simplification of the mock to try to pass python3.3 CI,53ff606ba91865d6981d5eb541c3ca5c109bdf03,,api.github.com,,False,[],[],[],[],2017-11-03
2549,pull_request_commit,461.0,pycqa,astroid,hippo91,2017-11-03 09:53:00,Add of decorator to skip the tests if numy module is not present,68385d4311245c36704c61fae6d75432600b1788,,api.github.com,,False,[],[],[],[],2017-11-03
2552,pull_request_commit,463.0,pycqa,astroid,rogalski,2017-11-02 17:06:24,patch,ed45cb127cad954570862acb657484d2389686fa,,api.github.com,,False,[],[],[],[],2017-11-02
