,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
22,commit_messages,,nilearn,nilearn,lesteve,2014-10-10 08:08:21,"Move the brain schematic plotting to the Axes rather than the display

A few methods needed **kwargs, so that additional arguments find their way
from img_plotting.plot_glass_brain to glass_brain.plot_brain_schematics in GlassBrainAxes.__init__",00cd6ad663a6f119134bbcbebc04726ffcb2e7e2,,"api.github.com,git_clone","[u'[""nilearn/plotting/img_plotting.py"", ""nilearn/plotting/slicers.py""]']",False,[],[],[],[],2014-10-10
33,commit_messages,,nilearn,nilearn,dohmatob,2014-11-04 09:51:46,still addressing @bthirion's comments,011f77e4589b604ed4228cb53e9f1cb337b1d7ed,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[u'@bthirion'],[],2014-11-04
40,commit_messages,,nilearn,nilearn,dohmatob,2014-10-22 02:20:58,REFACTOR: refactored classification-specific APIs from SpaceNet base class,0182bbe3258660d015538385a535196a14e8e802,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-10-22
48,commit_messages,,nilearn,nilearn,dohmatob,2014-10-20 10:56:50,ENH: not using relative imports in tests,01c646a65c868b6a134acbdf6d5ed17c7d7fd53c,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/tests/test_sklearn_basic_backports.py"", ""nilearn/decoding/tests/test_smooth_lasso.py"", ""nilearn/decoding/tests/test_objective_functions.py"", ""nilearn/decoding/tests/test_sklearn_compatibility.py"", ""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/tests/test_fista.py"", ""nilearn/decoding/tests/test_tv.py"", ""nilearn/decoding/tests/test_operators.py""]']",False,[],[],[],[],2014-10-20
50,commit_messages,,nilearn,nilearn,dohmatob,2014-11-04 10:13:13,still addressing recent comments,01ca6efe7013b0c73f75f0e7307e2ade0beb5bef,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/space_net.py"", ""nilearn/decoding/space_net_solvers.py""]']",False,[],[],[],[],2014-11-04
58,commit_messages,,nilearn,nilearn,dohmatob,2014-10-08 11:47:11,ENH: no importing Memory in demo scripts (users don't care about sklearn.externals.blabla),0234cd9df259c34e55a3c7ec04c9e3b96eae39a0,,"api.github.com,git_clone","[u'[""plot_haxby_spacenet.py"", ""nilearn/decoding/space_net.py"", ""plot_oasis_smoothlasso_vbm.py""]']",False,[],[],[],[],2014-10-08
77,commit_messages,,nilearn,nilearn,dohmatob,2014-10-18 14:48:33,ENH: not screening if mask has as few as 1000 features in its support,0327958cb3a287a98f37deb0131913e5aad20c3c,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-10-18
124,commit_messages,,nilearn,nilearn,lesteve,2014-11-04 08:49:47,"Merge pull request #259 from banilo/roiexupdate

updated ROI extraction",04cee0c94f366799eaf7caaec1f653e764c5176b,,"api.github.com,git_clone","[u'[""doc/building_blocks/manipulating_mr_images.rst"", ""plot_roi_extraction.py""]']",False,[],"[{u'raw': u'#259', u'refstyle': u'#d', u'parts': [u'nilearn', u'nilearn', u'259', u'']}]",[],[],2014-11-04
125,commit_messages,,nilearn,nilearn,dohmatob,2014-10-09 04:48:06,renamed classif -> is_classif,04df2f9e1ec65fbdee5c37d7b1d7ad4556a23a85,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/tests/test_sklearn_compatibility.py"", ""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/space_net.py"", ""nilearn/decoding/tests/test_smooth_lasso.py""]']",False,[],[],[],[],2014-10-09
126,commit_messages,,nilearn,nilearn,dohmatob,2014-10-20 10:46:13,explict testcase name,04fd5791afb1f375e686a411638e4bef85d19393,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_smooth_lasso.py""]']",False,[],[],[],[],2014-10-20
145,commit_messages,,nilearn,nilearn,lesteve,2014-10-20 12:08:48,Slight rephrasing and typos,05ac7abf917585704944416db88f013dd3162426,,"api.github.com,git_clone","[u'[""doc/building_blocks/manipulating_mr_images.rst"", ""doc/building_blocks/ica.rst""]']",False,[],[],[],[],2014-10-20
148,commit_messages,,nilearn,nilearn,dohmatob,2014-10-20 15:01:48,removed superfluous ravelling in mfista,05ce211e927988c0de441797974af91cb9209926,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/fista.py"", ""nilearn/decoding/space_net_solvers.py""]']",False,[],[],[],[],2014-10-20
161,commit_messages,,nilearn,nilearn,dohmatob,2014-10-08 11:47:11,ENH: no importing Memory in demo scripts (users don't care about sklearn.externals.blabla),063e9da52b6fa01cf899288496bbd0bc0b343ef8,,"api.github.com,git_clone","[u'[""plot_haxby_spacenet.py"", ""nilearn/decoding/space_net.py"", ""plot_oasis_smoothlasso_vbm.py""]']",False,[],[],[],[],2014-10-08
219,commit_messages,,nilearn,nilearn,lesteve,2014-10-27 14:49:54,Remove explicit mention of NiftiMasker from BaseMasker,0871250012d31abe2215e4bc1538cb6c2fe8f515,,"api.github.com,git_clone","[u'[""nilearn/input_data/base_masker.py""]']",False,[],[],[],[],2014-10-27
236,commit_messages,,nilearn,nilearn,dohmatob,2014-10-21 07:51:26,ENH: volume-corrected screening percentile,0905b986b4e2da08a0b601cbd975444af8906881,,"api.github.com,git_clone","[u'[""nilearn/decoding/space_net.py""]']",False,[],[],[],[],2014-10-21
256,commit_messages,,nilearn,nilearn,dohmatob,2014-10-22 09:14:50,NEWFEATURE: SpaceClassification works with mse loss too,09c083533d566441b596012c8dd5a1b42384bc96,,"api.github.com,git_clone","[u'[""nilearn/decoding/tests/test_space_net.py"", ""nilearn/decoding/tests/test_smooth_lasso.py"", ""nilearn/decoding/tests/test_same_api.py"", ""nilearn/decoding/space_net.py"", ""plot_haxby_space_net.py""]']",False,[],[],[],[],2014-10-22
261,commit_messages,,nilearn,nilearn,banilo,2014-10-15 17:07:37,Now Subplots and boxplots,0a15e72846ad2b2ccfd206f8aff1007240416581,,"api.github.com,git_clone","[u'[""plot_roi_extraction.py""]']",False,[],[],[],[],2014-10-15
266,commit_messages,,nilearn,nilearn,Titan-C,2014-10-27 23:20:49,Different environment setup testing,0a788b6d2b9bc663bfa9e16a890811de3aedc4b3,,"api.github.com,git_clone","[u'[""nilearn/tests/test_datasets.py""]']",False,[],[],[],[],2014-10-27
270,commit_messages,,nilearn,nilearn,lesteve,2014-10-20 11:38:19,Fix links in doc/building_blocks/decoding_simulated.rst,0a9e06658b58518981cbfd622f05033ad3c78c93,,"api.github.com,git_clone","[u'[""doc/building_blocks/decoding_simulated.rst""]']",False,[],[],[],[],2014-10-20
