,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
162,commit_messages,,aio-libs,aioredis,bdrosen96,2015-08-25 18:48:24,Fix bug with failover for slave,336f1e1aba920e42553f29f97f6315d397296e23,,"api.github.com,git_clone","[u'[""tests/sentinel_test.py"", ""aioredis/sentinel.py""]']",False,[],[],[],[],2015-08-25
418,commit_messages,,aio-libs,aioredis,bdrosen96,2015-08-25 18:08:58,Tests mostly working (one test case has intermittent failure,89bcce55414cfdbc89809a819073ec3b61164c04,,"api.github.com,git_clone","[u'[""aioredis/commands/server.py"", ""aioredis/sentinel.py"", ""aioredis/commands/sentinel.py"", ""tests/sentinel_test.py""]']",False,[],[],[],[],2015-08-25
682,commit_messages,,aio-libs,aioredis,bdrosen96,2015-08-25 12:01:38,"Some cleanup, basic operations working",e4915d0174a73e85ee72343806a099c168ea90bb,,"api.github.com,git_clone","[u'[""aioredis/sentinel.py""]']",False,[],[],[],[],2015-08-25
914,pull_request_commit,78.0,aio-libs,aioredis,bdrosen96,2015-08-25 12:01:38,"Some cleanup, basic operations working",f06c045d38be7908402b6203a9ae49d411e8d1f1,,api.github.com,,False,[],[],[],[],2015-08-25
915,pull_request_commit,78.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:08:58,Tests mostly working (one test case has intermittent failure,eebf9bd0ccb1af2687fa9c43cbbbbb5addcc7526,,api.github.com,,False,[],[],[],[],2015-08-25
916,pull_request_commit,78.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:48:24,Fix bug with failover for slave,f31d083aba09f755172f57a5e8498b5730ce0893,,api.github.com,,False,[],[],[],[],2015-08-25
919,pull_request_commit,79.0,aio-libs,aioredis,bdrosen96,2015-08-25 12:01:38,"Some cleanup, basic operations working",f06c045d38be7908402b6203a9ae49d411e8d1f1,,api.github.com,,False,[],[],[],[],2015-08-25
920,pull_request_commit,79.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:08:58,Tests mostly working (one test case has intermittent failure,eebf9bd0ccb1af2687fa9c43cbbbbb5addcc7526,,api.github.com,,False,[],[],[],[],2015-08-25
921,pull_request_commit,79.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:48:24,Fix bug with failover for slave,f31d083aba09f755172f57a5e8498b5730ce0893,,api.github.com,,False,[],[],[],[],2015-08-25
951,pull_request_commit,107.0,aio-libs,aioredis,bdrosen96,2015-08-25 12:01:38,"Some cleanup, basic operations working",285f795b1ca75bb121a5bf00197570435061c05d,,api.github.com,,False,[],[],[],[],2015-08-25
952,pull_request_commit,107.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:08:58,Tests mostly working (one test case has intermittent failure,e146d7469a8664caaf098feb2675c930629e9435,,api.github.com,,False,[],[],[],[],2015-08-25
953,pull_request_commit,107.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:48:24,Fix bug with failover for slave,ddbd6049542770e8b32615d04ff780184b4bcf8b,,api.github.com,,False,[],[],[],[],2015-08-25
1156,pull_request_commit,181.0,aio-libs,aioredis,bdrosen96,2015-08-25 12:01:38,"Some cleanup, basic operations working",e4915d0174a73e85ee72343806a099c168ea90bb,,api.github.com,,False,[],[],[],[],2015-08-25
1157,pull_request_commit,181.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:08:58,Tests mostly working (one test case has intermittent failure,89bcce55414cfdbc89809a819073ec3b61164c04,,api.github.com,,False,[],[],[],[],2015-08-25
1158,pull_request_commit,181.0,aio-libs,aioredis,bdrosen96,2015-08-25 18:48:24,Fix bug with failover for slave,336f1e1aba920e42553f29f97f6315d397296e23,,api.github.com,,False,[],[],[],[],2015-08-25
