,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
159,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 12:21:31,use AbcChannel in RedisConnection,32699f338a83eb33064473412ea5c1be83bd1930,,"api.github.com,git_clone","[u'[""aioredis/connection.py"", ""aioredis/pubsub.py""]']",False,[],[],[],[],2016-12-28
340,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 15:33:43,change test timeout,6c39834866a0b530e016a6b747e12f6357884922,,"api.github.com,git_clone","[u'[""tests/pool_test.py""]']",False,[],[],[],[],2016-12-28
419,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 12:23:02,more progress on mpsc queue,8abf61ccca7f289e8b9e22672de11ea917f80e97,,"api.github.com,git_clone","[u'[""tests/pubsub_listener_test.py"", ""aioredis/pubsub.py""]']",False,[],[],[],[],2016-12-28
526,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 16:34:23,note on _Sender.close(),b0966d20085bb4532a88df872ab06bd04c1840c7,,"api.github.com,git_clone","[u'[""aioredis/pubsub.py""]']",False,[],[],[],[],2016-12-28
553,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 20:03:01,"Merge pull request #176 from aio-libs/mpsc

Multi-producers, single-consumer pub/sub queue; abc module;",bb2a66eea682343732bfd9ae939b7b77a9202420,,"api.github.com,git_clone","[u'[""tests/pool_test.py"", ""aioredis/abc.py"", ""aioredis/pubsub.py"", ""aioredis/__init__.py"", ""aioredis/util.py"", ""aioredis/connection.py"", ""tests/pubsub_listener_test.py""]']",False,[],"[{u'raw': u'#176', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'176', u'']}]",[],[],2016-12-28
725,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 09:06:38,Add 'abc' module defining connection and pool interfaces,ef7b657338b10022155006566e852251e4364915,,"api.github.com,git_clone","[u'[""aioredis/abc.py""]']",False,[],[],[],[],2016-12-28
732,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 12:13:34,add AbcChannel definition,f30553931c916c46b295184e8e31906d31e4774b,,"api.github.com,git_clone","[u'[""aioredis/abc.py""]']",False,[],[],[],[],2016-12-28
762,commit_messages,,aio-libs,aioredis,popravich,2016-12-28 15:19:10,implement MPSC pub/sub queue (without docs yet),fe8679ba5d662b8d28ff1110d3f4c88f0bd15058,,"api.github.com,git_clone","[u'[""tests/pubsub_listener_test.py"", ""aioredis/pubsub.py""]']",False,[],[],[],[],2016-12-28
1131,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 09:06:38,Add 'abc' module defining connection and pool interfaces,ef7b657338b10022155006566e852251e4364915,,api.github.com,,False,[],[],[],[],2016-12-28
1132,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 12:13:34,add AbcChannel definition,f30553931c916c46b295184e8e31906d31e4774b,,api.github.com,,False,[],[],[],[],2016-12-28
1133,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 12:21:31,use AbcChannel in RedisConnection,32699f338a83eb33064473412ea5c1be83bd1930,,api.github.com,,False,[],[],[],[],2016-12-28
1134,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 12:23:02,more progress on mpsc queue,8abf61ccca7f289e8b9e22672de11ea917f80e97,,api.github.com,,False,[],[],[],[],2016-12-28
1135,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 15:19:10,implement MPSC pub/sub queue (without docs yet),fe8679ba5d662b8d28ff1110d3f4c88f0bd15058,,api.github.com,,False,[],[],[],[],2016-12-28
1136,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 15:33:43,change test timeout,6c39834866a0b530e016a6b747e12f6357884922,,api.github.com,,False,[],[],[],[],2016-12-28
1137,pull_request_commit,176.0,aio-libs,aioredis,popravich,2016-12-28 16:34:23,note on _Sender.close(),b0966d20085bb4532a88df872ab06bd04c1840c7,,api.github.com,,False,[],[],[],[],2016-12-28
